forecast_id,year_month,product_id,region_id,forecast_version,forecast_units,forecast_revenue_eur,actual_units,actual_revenue_eur
55422,2025-01,1070,4,Latest Estimate,43,6737.41,48,6379.58
55423,2025-01,1070,5,Budget,78,14415.82,82,11394.69
55424,2025-01,1070,6,Rolling Forecast,63,11656.5,82,12159.45
55425,2025-01,1070,8,Budget,121,20092.4,126,19555.63
55426,2025-01,1070,9,Rolling Forecast,33,4020.11,31,4215.92
55427,2025-01,1071,1,Rolling Forecast,58,7310.98,71,9636.619999999999
55428,2025-01,1071,2,Rolling Forecast,16,3481.03,22,3515.3
55429,2025-01,1071,6,Rolling Forecast,252,47061.06,244,34669.24
55430,2025-01,1071,8,Rolling Forecast,20,3224.91,20,3104.7
55431,2025-01,1071,9,Rolling Forecast,18,2654.58,19,2741.55
55432,2025-01,1071,10,Budget,3,520.08,3,538.84
55433,2025-01,1072,1,Rolling Forecast,80,14369.99,75,14507.21
55434,2025-01,1072,2,Budget,13,2413.1,13,2470.46
55435,2025-01,1072,5,Rolling Forecast,98,20439.89,95,17492.4
55436,2025-01,1072,6,Rolling Forecast,28,7079.22,43,6756.89
55437,2025-01,1072,8,Rolling Forecast,9,1863.37,10,2013.79
55438,2025-01,1072,9,Rolling Forecast,163,44506.89,181,33774.01
55439,2025-01,1073,1,Rolling Forecast,7,1035.85,6,1157.18
55440,2025-01,1073,3,Budget,19,2847.03,19,3305.32
55441,2025-01,1073,6,Budget,15,2588.73,15,2634.24
55442,2025-01,1074,1,Latest Estimate,37,5803.46,45,5121.61
55443,2025-01,1074,3,Rolling Forecast,58,5899.59,52,5621.83
55444,2025-01,1074,6,Rolling Forecast,1,233.51,2,237.63
55445,2025-01,1075,2,Rolling Forecast,86,15313.21,97,15830.18
55446,2025-01,1075,3,Latest Estimate,26,3590.36,28,4874.57
55447,2025-01,1075,4,Budget,8,1905.79,9,1559.14
55448,2025-01,1075,6,Latest Estimate,22,4487.26,30,5000.26
55449,2025-01,1075,7,Rolling Forecast,70,10485.92,65,12593.45
55450,2025-01,1075,8,Rolling Forecast,10,1874.21,10,1779.89
55451,2025-01,1075,9,Latest Estimate,28,4468.17,32,6467.29
55452,2025-01,1076,1,Budget,88,10739.73,82,10794.279999999999
55453,2025-01,1076,2,Latest Estimate,47,4363.25,46,6750.51
55454,2025-01,1076,3,Budget,46,7844.58,61,7520.56
55455,2025-01,1076,4,Budget,78,12822.39,82,11310.67
55456,2025-01,1076,6,Budget,67,10416.73,83,10956.949999999999
55457,2025-01,1076,8,Rolling Forecast,16,2633.3,20,2756.22
55458,2025-01,1076,9,Rolling Forecast,67,11736.91,85,12488.79
55459,2025-01,1077,1,Rolling Forecast,10,1700.3,12,2148.67
55460,2025-01,1077,2,Budget,20,3152.96,22,3168.73
55461,2025-01,1077,3,Budget,109,19340.66,125,18680.199999999997
55462,2025-01,1077,5,Latest Estimate,12,1941.24,12,1970.05
55463,2025-01,1077,6,Latest Estimate,163,29011.22,175,25402.07
55464,2025-01,1077,7,Latest Estimate,91,9083.43,94,14746.68
55465,2025-01,1077,8,Rolling Forecast,42,5557.06,46,6318.56
55466,2025-01,1077,9,Latest Estimate,19,3620.05,22,3698.12
55467,2025-01,1077,10,Rolling Forecast,22,5365.54,28,4571.71
55468,2025-01,1078,1,Rolling Forecast,28,9129.3,32,8174.39
55469,2025-01,1078,3,Budget,44,15232.72,49,13008.220000000001
55470,2025-01,1078,6,Latest Estimate,4,1194.75,4,1159.61
55471,2025-01,1078,8,Rolling Forecast,114,22192.89,129,26772.13
55472,2025-01,1078,10,Budget,99,30069.96,103,23987.16
55473,2025-01,1079,1,Rolling Forecast,81,14151.47,81,14626.49
55474,2025-01,1079,2,Budget,9,1877.91,10,1810.41
55475,2025-01,1079,4,Rolling Forecast,7,1367.42,7,1344.93
55476,2025-01,1079,5,Budget,95,14536.09,78,14381.26
55477,2025-01,1079,6,Rolling Forecast,156,31625.5,230,36256.12
55478,2025-01,1079,10,Latest Estimate,125,15298.19,101,16857.16
55479,2025-01,1080,1,Rolling Forecast,104,64529.07,91,58474.490000000005
55480,2025-01,1080,2,Rolling Forecast,15,9203.87,13,7912.45
55481,2025-01,1080,3,Rolling Forecast,78,58007.28,75,52712.48
55482,2025-01,1080,4,Rolling Forecast,48,35812.35,43,29597.309999999998
55483,2025-01,1080,5,Latest Estimate,388,261359.45,319,234994.39
55484,2025-01,1080,6,Rolling Forecast,105,60906.55,104,60362.200000000004
55485,2025-01,1080,8,Rolling Forecast,23,27590.29,32,22773.739999999998
55486,2025-01,1080,9,Latest Estimate,9,7383.2,9,6897.86
55487,2025-01,1081,1,Rolling Forecast,88,63359.44,89,71338.73000000001
55488,2025-01,1081,2,Budget,91,56391.42,79,53413.82000000001
55489,2025-01,1081,4,Latest Estimate,46,27214.89,36,29862.41
55490,2025-01,1081,5,Rolling Forecast,25,16222.64,22,15960.02
55491,2025-01,1081,6,Rolling Forecast,78,56025.24,75,50810.3
55492,2025-01,1081,7,Latest Estimate,19,11903.55,17,12311.49
55493,2025-01,1081,9,Rolling Forecast,146,146486.75,157,116153.04999999999
55494,2025-01,1082,1,Rolling Forecast,41,47689.86,45,36300.32
55495,2025-01,1082,2,Latest Estimate,61,55769.64,58,49656.649999999994
55496,2025-01,1082,3,Latest Estimate,62,42799.45,76,63377.44
55497,2025-01,1082,5,Latest Estimate,131,102602.07,120,102624.34
55498,2025-01,1082,6,Budget,33,35561.11,41,35579.36
55499,2025-01,1082,7,Latest Estimate,64,61714.89,76,58948.07
55500,2025-01,1082,8,Budget,44,36235.23,39,33556.38
55501,2025-01,1083,5,Rolling Forecast,14,9651.72,14,10322.830000000002
55502,2025-01,1083,9,Latest Estimate,38,30465.81,38,27435.21
55503,2025-01,1084,3,Rolling Forecast,52,36309.96,57,32390.02
55504,2025-01,1084,4,Budget,111,58163.42,107,66196.68
55505,2025-01,1084,5,Budget,7,4240.93,7,4326.29
55506,2025-01,1084,6,Budget,36,15707.74,39,21195.11
55507,2025-01,1084,7,Rolling Forecast,43,28544.11,52,30109.77
55508,2025-01,1084,8,Latest Estimate,42,30262.37,44,26835.47
55509,2025-01,1085,1,Budget,95,82524.92,113,89640.25
55510,2025-01,1085,2,Budget,62,46827.25,52,48899.17
55511,2025-01,1085,3,Budget,21,17684.51,18,15436.09
55512,2025-01,1085,4,Rolling Forecast,143,100904.79,152,112112.11
55513,2025-01,1085,6,Latest Estimate,18,14559.0,18,14474.96
55514,2025-01,1085,8,Latest Estimate,17,26829.61,25,24222.620000000003
55515,2025-01,1085,9,Rolling Forecast,40,23274.02,38,31731.24
55516,2025-01,1086,1,Budget,29,34787.45,30,24742.98
55517,2025-01,1086,4,Latest Estimate,90,70321.61,88,69753.24
55518,2025-01,1086,6,Rolling Forecast,2,2026.5,2,1766.54
55519,2025-01,1086,10,Latest Estimate,75,52969.85,75,55049.13
55520,2025-01,1087,1,Latest Estimate,66,30459.69,61,28840.86
55521,2025-01,1087,2,Rolling Forecast,34,22694.53,40,23253.519999999997
55522,2025-01,1087,3,Latest Estimate,113,79794.29,144,68209.48
55523,2025-01,1087,6,Budget,210,85173.31,228,115136.56
55524,2025-01,1087,10,Rolling Forecast,94,47090.73,87,47435.659999999996
55525,2025-01,1088,2,Rolling Forecast,183,126475.01,159,161134.19
55526,2025-01,1088,3,Rolling Forecast,43,41422.66,49,49229.72
55527,2025-01,1088,4,Budget,21,20035.72,21,19828.7
55528,2025-01,1088,5,Rolling Forecast,31,28870.73,30,31362.7
55529,2025-01,1088,6,Rolling Forecast,106,152741.21,131,139434.72999999998
55530,2025-01,1088,7,Rolling Forecast,26,24005.76,24,22950.48
55531,2025-01,1088,8,Rolling Forecast,40,46573.62,40,41074.52
55532,2025-01,1088,10,Rolling Forecast,1,1220.32,1,1186.82
55533,2025-01,1089,1,Budget,30,21343.88,28,24618.8
55534,2025-01,1089,2,Budget,33,31990.54,33,27560.86
55535,2025-01,1089,3,Rolling Forecast,30,24198.28,35,27615.71
55536,2025-01,1089,4,Budget,21,14283.15,20,15507.09
55537,2025-01,1089,5,Latest Estimate,32,21088.79,28,22991.19
55538,2025-01,1089,6,Rolling Forecast,23,26432.86,25,21576.62
55539,2025-01,1089,8,Budget,37,23857.18,32,22107.81
55540,2025-01,1089,9,Rolling Forecast,17,18436.8,19,16355.19
55541,2025-01,1090,1,Budget,50,37850.18,51,36694.81
55542,2025-01,1090,3,Latest Estimate,77,59946.85,89,60147.25
55543,2025-01,1090,4,Rolling Forecast,83,47182.25,81,54359.91
55544,2025-01,1090,6,Rolling Forecast,35,31565.78,47,32738.690000000002
55545,2025-01,1090,7,Rolling Forecast,57,35859.27,51,36978.21
55546,2025-01,1090,8,Latest Estimate,21,14015.27,22,17815.21
55547,2025-01,1090,9,Budget,68,64791.28,73,53543.01
55548,2025-01,1091,1,Latest Estimate,346,288396.48,389,329822.49
55549,2025-01,1091,2,Rolling Forecast,155,106139.52,162,131669.04
55550,2025-01,1091,3,Latest Estimate,26,36700.47,43,38071.93
55551,2025-01,1091,4,Rolling Forecast,68,64463.79,69,54451.78
55552,2025-01,1091,6,Latest Estimate,95,87547.57,93,79368.4
55553,2025-01,1091,8,Latest Estimate,13,11944.71,15,12821.73
55554,2025-01,1091,9,Budget,29,23574.15,30,27141.25
55555,2025-01,1092,1,Rolling Forecast,136,156423.89,146,138333.09999999998
55556,2025-01,1092,4,Budget,73,72993.72,70,70553.44
55557,2025-01,1092,6,Budget,47,60197.07,57,58559.81
55558,2025-01,1092,8,Latest Estimate,88,109480.92,105,104685.63
55559,2025-01,1092,9,Budget,24,37492.5,32,33494.52
55560,2025-01,1093,1,Budget,20,17898.44,24,18980.25
55561,2025-01,1093,2,Latest Estimate,6,6279.07,6,5292.26
55562,2025-01,1093,4,Rolling Forecast,13,16311.48,15,12645.49
55563,2025-01,1093,5,Latest Estimate,17,9795.83,13,10683.35
55564,2025-01,1093,6,Rolling Forecast,41,34682.89,38,33331.46
55565,2025-01,1093,8,Rolling Forecast,166,147358.89,173,122135.09
55566,2025-01,1094,1,Rolling Forecast,220,98859.76,211,155833.35
55567,2025-01,1094,2,Latest Estimate,83,54653.33,86,67441.23000000001
55568,2025-01,1094,3,Rolling Forecast,104,96091.64,112,90715.18999999999
55569,2025-01,1094,4,Budget,131,125708.98,160,139499.19999999998
55570,2025-01,1094,5,Rolling Forecast,120,88876.42,127,106026.39
55571,2025-01,1094,8,Budget,122,101696.98,117,99129.03
55572,2025-01,1095,1,Rolling Forecast,90,66036.12,124,57281.11
55573,2025-01,1095,2,Rolling Forecast,67,36157.65,73,38103.91
55574,2025-01,1095,5,Latest Estimate,11,5077.22,9,5164.39
55575,2025-01,1095,6,Latest Estimate,49,31195.82,55,30560.230000000003
55576,2025-01,1095,7,Rolling Forecast,118,83688.13,139,72867.88
55577,2025-01,1095,8,Budget,53,27823.56,48,26563.09
55578,2025-01,1095,10,Rolling Forecast,34,21309.6,31,16046.51
55579,2025-01,1096,1,Budget,124,121085.39,121,109561.16
55580,2025-01,1096,2,Rolling Forecast,153,116966.68,139,126055.22
55581,2025-01,1096,3,Rolling Forecast,62,60308.89,65,58353.91
55582,2025-01,1096,4,Rolling Forecast,56,55045.01,65,58049.31
55583,2025-01,1096,5,Latest Estimate,81,76044.11,73,76017.45000000001
55584,2025-01,1096,6,Rolling Forecast,249,315268.55,281,249017.04
55585,2025-01,1096,8,Latest Estimate,63,72571.49,62,58878.869999999995
55586,2025-01,1096,10,Rolling Forecast,80,58970.79,74,68063.96
55587,2025-01,1097,1,Latest Estimate,7,5996.32,7,5222.06
55588,2025-01,1097,4,Latest Estimate,18,15120.77,20,14704.880000000001
55589,2025-01,1097,6,Latest Estimate,49,55909.9,67,47856.84
55590,2025-01,1097,8,Rolling Forecast,36,27433.72,43,29306.33
55591,2025-01,1097,9,Rolling Forecast,81,84940.31,107,70655.24
55592,2025-01,1097,10,Rolling Forecast,147,86179.2,139,78786.85
55593,2025-01,1098,3,Rolling Forecast,78,41819.9,90,46573.68
55594,2025-01,1098,4,Budget,34,16639.11,39,20098.34
55595,2025-01,1098,5,Budget,119,66902.01,114,59955.28
55596,2025-01,1098,6,Rolling Forecast,84,41484.75,100,48839.5
55597,2025-01,1098,8,Rolling Forecast,10,8439.01,13,7364.56
55598,2025-01,1098,10,Rolling Forecast,101,44300.34,103,50996.0
55599,2025-01,1099,1,Rolling Forecast,111,111264.88,130,108440.48999999999
55600,2025-01,1099,2,Latest Estimate,51,26852.3,48,37098.99
55601,2025-01,1099,4,Rolling Forecast,46,51861.06,54,44029.87
55602,2025-01,1099,5,Latest Estimate,31,27268.7,30,26215.809999999998
55603,2025-01,1099,6,Budget,78,104506.18,121,103073.06
55604,2025-01,1099,8,Rolling Forecast,307,310649.43,288,242111.08000000002
55605,2025-01,1100,1,Rolling Forecast,71,121503.54,108,150377.72
55606,2025-01,1100,3,Budget,76,98131.74,77,98904.86
55607,2025-01,1100,5,Rolling Forecast,170,300855.54,161,257157.59999999998
55608,2025-01,1100,6,Latest Estimate,7,13844.73,9,13802.61
55609,2025-01,1100,7,Budget,83,110072.22,72,99912.42
55610,2025-01,1100,8,Rolling Forecast,131,172054.95,130,193515.12
55611,2025-01,1100,9,Rolling Forecast,95,228685.26,130,177166.11
55612,2025-01,1101,1,Budget,78,116808.31,85,125131.86
55613,2025-01,1101,3,Rolling Forecast,28,51235.34,35,47643.01
55614,2025-01,1101,4,Budget,75,117144.32,88,121355.42
55615,2025-01,1101,6,Budget,122,156662.36,137,168987.49
55616,2025-01,1101,7,Latest Estimate,11,12404.01,10,13805.59
55617,2025-01,1101,8,Rolling Forecast,12,13723.44,13,19349.72
55618,2025-01,1101,10,Rolling Forecast,112,94791.8,84,102256.62
55619,2025-01,1102,2,Rolling Forecast,97,165108.0,122,177126.34
55620,2025-01,1102,3,Rolling Forecast,15,26623.95,17,23957.83
55621,2025-01,1102,4,Budget,78,148268.74,85,121824.63
55622,2025-01,1102,5,Rolling Forecast,28,41808.01,32,46833.1
55623,2025-01,1102,6,Latest Estimate,19,40019.44,22,33897.12
55624,2025-01,1102,7,Budget,150,140457.79,118,148945.25
55625,2025-01,1102,8,Rolling Forecast,126,213779.07,128,173457.77
55626,2025-01,1102,9,Latest Estimate,273,308699.02,341,466334.14999999997
55627,2025-01,1102,10,Budget,71,116905.45,77,116670.65
55628,2025-01,1103,1,Budget,73,193350.48,98,169464.65
55629,2025-01,1103,3,Latest Estimate,13,29047.1,14,29169.37
55630,2025-01,1103,4,Rolling Forecast,173,399861.47,227,387148.73
55631,2025-01,1103,5,Rolling Forecast,77,103569.09,65,106065.65
55632,2025-01,1103,6,Latest Estimate,115,154068.27,103,173161.97
55633,2025-01,1103,8,Latest Estimate,18,33172.69,18,31216.82
55634,2025-01,1104,1,Rolling Forecast,41,39693.7,42,45421.69
55635,2025-01,1104,2,Latest Estimate,5,7299.33,5,5895.42
55636,2025-01,1104,4,Rolling Forecast,70,45980.39,65,67121.12
55637,2025-01,1104,5,Latest Estimate,47,37632.06,33,33830.08
55638,2025-01,1104,6,Rolling Forecast,97,84249.42,104,109988.59
55639,2025-01,1104,7,Budget,29,24838.68,25,25303.02
55640,2025-01,1105,2,Latest Estimate,60,74609.52,72,107208.46
55641,2025-01,1105,6,Rolling Forecast,25,41992.81,40,64919.41
55642,2025-01,1105,8,Latest Estimate,76,119103.46,91,153009.83
55643,2025-01,1106,1,Rolling Forecast,56,53948.58,62,72324.78
55644,2025-01,1106,2,Latest Estimate,62,81492.03,59,80522.18000000001
55645,2025-01,1106,3,Latest Estimate,159,134891.41,153,193603.48
55646,2025-01,1106,4,Latest Estimate,22,28780.76,27,38217.05
55647,2025-01,1106,5,Rolling Forecast,54,75373.03,67,96751.19
55648,2025-01,1106,6,Rolling Forecast,33,67163.16,39,52150.32
55649,2025-01,1106,8,Rolling Forecast,71,65241.44,71,79233.51
55650,2025-01,1107,1,Latest Estimate,48,50062.29,50,53907.26
55651,2025-01,1107,6,Latest Estimate,113,154036.01,129,161255.9
55652,2025-01,1108,1,Latest Estimate,7,14019.82,8,16114.52
55653,2025-01,1108,2,Latest Estimate,61,92585.01,58,80196.96
55654,2025-01,1108,3,Rolling Forecast,42,74697.58,47,72744.63
55655,2025-01,1108,4,Latest Estimate,27,32840.88,23,41986.020000000004
55656,2025-01,1108,5,Budget,24,45569.82,25,41599.37
55657,2025-01,1108,6,Budget,58,122767.91,83,121856.12
55658,2025-01,1108,8,Budget,59,146055.76,63,128497.69
55659,2025-01,1108,9,Rolling Forecast,64,106610.24,82,130713.12
55660,2025-01,1109,1,Rolling Forecast,45,73732.51,52,70874.37
55661,2025-01,1109,3,Rolling Forecast,24,28382.98,23,31452.29
55662,2025-01,1109,4,Rolling Forecast,15,20176.14,19,25553.31
55663,2025-01,1109,5,Rolling Forecast,72,67550.6,66,92198.06
55664,2025-01,1109,6,Latest Estimate,56,90335.92,68,87212.16
55665,2025-01,1109,7,Rolling Forecast,121,123563.62,118,156668.91
55666,2025-01,1109,8,Rolling Forecast,7,8371.1,7,8916.56
55667,2025-01,1109,10,Budget,82,100754.01,80,89599.23999999999
55668,2025-01,1110,1,Latest Estimate,181,253685.81,162,260163.38
55669,2025-01,1110,2,Rolling Forecast,95,122904.38,95,157069.06
55670,2025-01,1110,3,Budget,108,153091.11,108,176092.22
55671,2025-01,1110,5,Budget,9,23072.25,10,18313.97
55672,2025-01,1110,6,Latest Estimate,125,222892.52,138,208318.24
55673,2025-01,1110,9,Rolling Forecast,11,27170.72,13,23006.71
55674,2025-01,1110,10,Budget,113,191502.02,123,171637.64
55675,2025-01,1111,1,Budget,33,61900.14,35,54102.68
55676,2025-01,1111,2,Latest Estimate,119,203570.08,151,219671.13
55677,2025-01,1111,6,Rolling Forecast,152,190878.66,152,222464.91999999998
55678,2025-01,1111,8,Rolling Forecast,60,159423.18,101,147672.52
55679,2025-01,1111,9,Latest Estimate,21,28929.76,21,34332.26
55680,2025-01,1111,10,Rolling Forecast,72,99374.69,57,79931.83
55681,2025-01,1112,1,Latest Estimate,105,151137.36,154,225333.1
55682,2025-01,1112,2,Budget,277,348187.53,245,371165.24
55683,2025-01,1112,5,Rolling Forecast,86,156111.69,83,120704.96
55684,2025-01,1112,6,Rolling Forecast,60,88319.9,70,99575.44
55685,2025-01,1112,9,Latest Estimate,18,41642.44,21,35535.9
55686,2025-01,1112,10,Latest Estimate,121,202039.87,140,194454.82
55687,2025-01,1113,1,Budget,91,177215.81,110,181653.18
55688,2025-01,1113,2,Budget,40,59070.64,38,64023.94
55689,2025-01,1113,3,Latest Estimate,186,378934.13,193,335814.14
55690,2025-01,1113,4,Budget,31,40041.06,28,43477.48
55691,2025-01,1113,5,Rolling Forecast,2,3960.16,2,3988.37
55692,2025-01,1113,7,Budget,21,32700.48,21,38335.67
55693,2025-01,1113,8,Rolling Forecast,168,330823.98,206,319721.0
55694,2025-01,1114,1,Rolling Forecast,193,280787.91,189,276666.87
55695,2025-01,1114,4,Latest Estimate,68,108709.38,68,99810.98
55696,2025-01,1114,6,Rolling Forecast,190,272542.77,194,286439.92
55697,2025-01,1114,7,Budget,48,52517.68,50,71699.67
55698,2025-01,1114,8,Budget,32,71103.17,41,55671.84
55699,2025-01,1114,10,Rolling Forecast,324,363749.92,290,368056.08999999997
55700,2025-01,1115,1,Budget,98,131081.08,88,139703.19999999998
55701,2025-01,1115,2,Rolling Forecast,30,54534.76,31,50145.53
55702,2025-01,1115,3,Rolling Forecast,67,99585.63,74,93121.06999999999
55703,2025-01,1115,4,Rolling Forecast,20,30883.1,19,29959.989999999998
55704,2025-01,1115,5,Budget,186,472442.83,298,444424.89
55705,2025-01,1115,6,Latest Estimate,84,161912.4,88,119058.36
55706,2025-01,1115,8,Budget,56,67900.47,50,85341.21
55707,2025-01,1115,9,Rolling Forecast,71,112338.42,91,128436.96
55708,2025-01,1115,10,Latest Estimate,35,67721.67,34,55626.95
55709,2025-01,1116,1,Budget,203,309344.46,212,290191.92000000004
55710,2025-01,1116,2,Rolling Forecast,41,79639.5,44,70701.27
55711,2025-01,1116,3,Latest Estimate,98,94009.45,116,164131.0
55712,2025-01,1116,4,Rolling Forecast,104,96588.22,78,122938.42000000001
55713,2025-01,1116,5,Rolling Forecast,38,62791.29,32,50155.69
55714,2025-01,1116,6,Latest Estimate,66,83981.95,72,111441.09
55715,2025-01,1116,10,Rolling Forecast,57,88939.27,58,87355.25
55716,2025-01,1117,1,Rolling Forecast,126,115494.44,133,150033.28
55717,2025-01,1117,3,Rolling Forecast,43,61324.57,48,60834.420000000006
55718,2025-01,1117,4,Rolling Forecast,28,38586.64,28,32814.7
55719,2025-01,1117,8,Latest Estimate,24,29844.5,27,33365.99
55720,2025-01,1117,9,Rolling Forecast,37,57917.89,44,48894.549999999996
55721,2025-01,1117,10,Latest Estimate,126,112716.36,107,117123.77
55722,2025-01,1118,1,Rolling Forecast,62,99835.11,83,113976.87
55723,2025-01,1118,3,Rolling Forecast,39,78569.88,59,79097.52
55724,2025-01,1118,5,Latest Estimate,58,60106.04,55,73378.78
55725,2025-01,1118,6,Latest Estimate,109,144552.86,118,160023.61000000002
55726,2025-01,1118,8,Rolling Forecast,88,134175.54,86,119601.5
55727,2025-01,1118,9,Rolling Forecast,24,32550.23,22,32275.62
55728,2025-01,1119,2,Latest Estimate,9,14933.25,11,16618.24
55729,2025-01,1119,3,Budget,16,31151.74,18,28716.67
55730,2025-01,1119,4,Budget,38,78254.77,45,68453.46
55731,2025-01,1119,6,Budget,8,18792.15,9,15843.27
55732,2025-01,1119,7,Rolling Forecast,18,26960.29,18,29242.489999999998
55733,2025-01,1119,8,Latest Estimate,38,52265.5,41,63204.72
55734,2025-01,1119,9,Latest Estimate,88,120981.84,106,134869.98
55735,2025-01,1120,1,Rolling Forecast,420,38722.03,435,35048.53
55736,2025-01,1120,2,Rolling Forecast,44,5565.74,56,5027.139999999999
55737,2025-01,1120,3,Rolling Forecast,162,12482.52,138,12365.900000000001
55738,2025-01,1120,5,Budget,9,467.18,6,606.99
55739,2025-01,1120,7,Rolling Forecast,10,1307.87,12,1177.63
55740,2025-01,1120,8,Rolling Forecast,117,12788.49,127,11031.820000000002
55741,2025-01,1121,1,Latest Estimate,65,5738.86,62,5000.68
55742,2025-01,1121,2,Rolling Forecast,63,7331.11,81,7141.07
55743,2025-01,1121,4,Budget,36,3209.29,45,3585.48
55744,2025-01,1121,5,Latest Estimate,9,731.93,9,798.6
55745,2025-01,1121,6,Budget,47,4775.45,54,4336.34
55746,2025-01,1121,8,Budget,43,3734.55,47,3816.15
55747,2025-01,1121,9,Budget,25,2421.02,24,2388.88
55748,2025-01,1121,10,Latest Estimate,120,11138.8,138,11665.529999999999
55749,2025-01,1122,1,Rolling Forecast,13,1059.04,13,1256.49
55750,2025-01,1122,2,Rolling Forecast,32,3435.31,41,3276.6
55751,2025-01,1122,4,Latest Estimate,4,274.78,4,341.48
55752,2025-01,1122,5,Rolling Forecast,17,1171.51,15,1326.15
55753,2025-01,1122,6,Budget,29,3202.55,36,2995.8100000000004
55754,2025-01,1123,1,Rolling Forecast,56,4451.24,67,5075.98
55755,2025-01,1123,3,Rolling Forecast,137,10951.86,143,9877.1
55756,2025-01,1123,4,Latest Estimate,8,503.32,8,566.17
55757,2025-01,1123,5,Budget,44,1945.32,37,2683.65
55758,2025-01,1123,6,Rolling Forecast,1,70.67,1,74.73
55759,2025-01,1123,7,Rolling Forecast,33,2272.02,35,2518.51
55760,2025-01,1124,1,Latest Estimate,295,30291.71,332,30400.46
55761,2025-01,1124,2,Latest Estimate,46,2728.57,36,3468.03
55762,2025-01,1124,3,Rolling Forecast,12,1029.13,11,1112.67
55763,2025-01,1124,4,Rolling Forecast,268,24083.4,282,24499.7
55764,2025-01,1124,5,Latest Estimate,12,1083.92,11,1175.66
55765,2025-01,1124,6,Rolling Forecast,105,10470.35,121,11061.619999999999
55766,2025-01,1124,8,Budget,72,7544.75,86,7176.34
55767,2025-01,1124,9,Budget,2,165.8,2,209.63
55768,2025-01,1124,10,Latest Estimate,37,3718.63,33,3187.9
55769,2025-01,1125,1,Budget,125,7912.32,107,9319.77
55770,2025-01,1125,3,Budget,55,4289.93,51,4505.48
55771,2025-01,1125,4,Latest Estimate,15,1075.73,15,1282.9
55772,2025-01,1125,5,Rolling Forecast,31,3266.28,29,2824.06
55773,2025-01,1125,6,Budget,73,8391.55,102,8238.7
55774,2025-01,1125,7,Rolling Forecast,134,10385.96,130,11227.44
55775,2025-01,1125,8,Rolling Forecast,30,2154.93,24,2013.75
55776,2025-01,1125,9,Rolling Forecast,127,11791.02,135,11496.119999999999
55777,2025-01,1126,1,Budget,402,26605.34,381,23895.16
55778,2025-01,1126,2,Rolling Forecast,178,10680.58,227,13098.99
55779,2025-01,1126,3,Rolling Forecast,112,5554.01,100,6178.49
55780,2025-01,1126,4,Rolling Forecast,10,649.74,9,640.74
55781,2025-01,1126,5,Budget,12,1002.47,15,1028.28
55782,2025-01,1126,6,Rolling Forecast,42,2927.45,56,3787.94
55783,2025-01,1126,7,Budget,53,3256.22,67,4279.16
55784,2025-01,1127,1,Rolling Forecast,18,1783.64,19,1890.13
55785,2025-01,1127,4,Latest Estimate,31,2396.46,31,2772.47
55786,2025-01,1127,5,Latest Estimate,32,2715.21,29,2579.79
55787,2025-01,1127,8,Budget,99,9745.72,96,9717.04
55788,2025-01,1128,1,Rolling Forecast,165,9089.03,153,8450.52
55789,2025-01,1128,2,Budget,42,2156.57,38,1683.03
55790,2025-01,1128,3,Rolling Forecast,68,3437.42,70,3864.1099999999997
55791,2025-01,1128,4,Rolling Forecast,45,2683.65,45,2469.8999999999996
55792,2025-01,1128,5,Rolling Forecast,138,7938.18,144,8046.08
55793,2025-01,1128,6,Budget,18,1734.48,25,1525.21
55794,2025-01,1128,9,Rolling Forecast,56,5118.29,71,3971.57
55795,2025-01,1128,10,Rolling Forecast,138,5744.88,109,5515.37
55796,2025-01,1129,3,Latest Estimate,47,2599.46,50,3396.49
55797,2025-01,1129,6,Budget,15,1005.72,18,1300.95
55798,2025-01,1129,7,Budget,60,4337.27,61,4060.88
55799,2025-01,1129,9,Rolling Forecast,41,2419.71,40,2577.78
55800,2025-01,1129,10,Rolling Forecast,103,4206.34,98,5962.83
55801,2025-01,1130,1,Budget,110,14593.18,175,13539.83
55802,2025-01,1130,2,Latest Estimate,7,715.69,9,803.55
55803,2025-01,1130,3,Latest Estimate,44,4953.12,64,5296.94
55804,2025-01,1130,4,Latest Estimate,13,1457.57,16,1364.52
55805,2025-01,1130,6,Rolling Forecast,2,164.56,2,196.69
55806,2025-01,1130,8,Budget,113,9853.19,139,11594.94
55807,2025-01,1131,1,Latest Estimate,59,5220.52,58,5938.21
55808,2025-01,1131,2,Rolling Forecast,32,4345.24,36,3691.2
55809,2025-01,1131,5,Rolling Forecast,215,18960.19,184,16288.84
55810,2025-01,1131,6,Rolling Forecast,15,2126.3,17,1563.1
55811,2025-01,1131,8,Budget,35,2880.73,35,3048.48
55812,2025-01,1132,1,Budget,38,2863.66,44,3403.37
55813,2025-01,1132,2,Rolling Forecast,50,3467.24,52,3736.74
55814,2025-01,1132,4,Rolling Forecast,67,6264.11,90,7219.79
55815,2025-01,1132,6,Rolling Forecast,197,16931.84,234,18484.59
55816,2025-01,1132,8,Rolling Forecast,103,7532.5,94,7005.88
55817,2025-01,1132,9,Budget,19,1534.35,18,1376.65
55818,2025-01,1133,1,Latest Estimate,91,12807.62,124,13418.509999999998
55819,2025-01,1133,2,Rolling Forecast,69,5951.21,68,8321.14
55820,2025-01,1133,3,Rolling Forecast,117,14033.82,145,14977.68
55821,2025-01,1133,4,Rolling Forecast,10,1301.8,10,1225.17
