customer_id;customer_code;customer_segment;industry;region_id;customer_since;customer_size_score;base_churn_probability
1158;CUST-01158;Mid-Market;Government;6;2023-03-23;6,102;0,069
1159;CUST-01159;Mid-Market;Healthcare;9;2021-05-04;1,183;0,06
1160;CUST-01160;SMB;Technology;8;2023-11-29;1,99;0,212
1161;CUST-01161;Mid-Market;Technology;3;2022-08-16;5,979;0,084
1162;CUST-01162;Mid-Market;Government;4;2024-02-03;2,445;0,071
1163;CUST-01163;SMB;Logistics;9;2022-01-09;0,449;0,133
1164;CUST-01164;Mid-Market;Government;9;2023-04-19;6,288;0,072
1165;CUST-01165;SMB;Government;1;2020-10-15;1,831;0,162
1166;CUST-01166;Mid-Market;Healthcare;3;2021-12-21;2,983;0,077
1167;CUST-01167;Mid-Market;Government;6;2021-12-21;7,606;0,071
1168;CUST-01168;SMB;Technology;1;2021-10-13;0,424;0,124
1169;CUST-01169;Mid-Market;Retail;8;2023-08-17;3,425;0,081
1170;CUST-01170;Public Sector;Education;6;2021-08-31;2,407;0,05
1171;CUST-01171;Mid-Market;Retail;3;2021-08-10;3,626;0,069
1172;CUST-01172;Mid-Market;Manufacturing;1;2021-01-10;3,486;0,078
1173;CUST-01173;Public Sector;Education;5;2023-02-15;3,322;0,036
1174;CUST-01174;Distributor;Logistics;1;2023-10-06;3,732;0,082
1175;CUST-01175;SMB;Healthcare;3;2021-04-02;0,959;0,116
1176;CUST-01176;Enterprise;Technology;6;2020-05-11;2,739;0,036
1177;CUST-01177;Enterprise;Education;2;2020-02-12;6,542;0,03
1178;CUST-01178;Enterprise;Government;7;2021-03-14;9,877;0,025
1179;CUST-01179;Enterprise;Government;6;2022-06-10;5,996;0,027
1180;CUST-01180;SMB;Technology;8;2021-06-23;1,626;0,154
1181;CUST-01181;Mid-Market;Technology;6;2023-09-01;1,671;0,074
1182;CUST-01182;Mid-Market;Technology;4;2020-03-23;0,885;0,086
1183;CUST-01183;Mid-Market;Logistics;3;2022-05-20;4,822;0,082
1184;CUST-01184;SMB;Education;4;2022-08-19;0,926;0,212
1185;CUST-01185;Mid-Market;Education;3;2020-04-22;2,372;0,081
1186;CUST-01186;SMB;Manufacturing;7;2024-01-04;0,698;0,124
1187;CUST-01187;SMB;Technology;6;2021-03-19;1,044;0,217
1188;CUST-01188;SMB;Government;5;2020-05-11;1,471;0,205
1189;CUST-01189;Mid-Market;Retail;2;2020-04-27;2,526;0,074
1190;CUST-01190;Mid-Market;Manufacturing;6;2022-05-28;1,404;0,1
1191;CUST-01191;SMB;Technology;9;2021-04-25;1,262;0,178
1192;CUST-01192;SMB;Government;1;2022-08-27;0,369;0,199
1193;CUST-01193;SMB;Manufacturing;6;2020-06-30;0,673;0,155
1194;CUST-01194;Mid-Market;Logistics;1;2020-12-18;2,121;0,096
1195;CUST-01195;SMB;Education;10;2020-05-23;2,992;0,181
1196;CUST-01196;Enterprise;Retail;2;2020-04-25;10,815;0,042
1197;CUST-01197;Distributor;Logistics;3;2022-05-15;4,416;0,069
1198;CUST-01198;Mid-Market;Retail;2;2020-09-26;7,957;0,052
1199;CUST-01199;Mid-Market;Healthcare;9;2021-07-09;4,932;0,075
1200;CUST-01200;Mid-Market;Healthcare;5;2022-11-11;2,927;0,077
