cost_id,year_month,product_id,standard_unit_cost_eur,actual_unit_cost_eur
10499,2025-05,1098,473.1,470.87
10500,2025-05,1099,493.87,520.57
10501,2025-05,1100,1014.61,1038.87
10502,2025-05,1101,969.83,931.14
10503,2025-05,1102,964.66,1001.41
10504,2025-05,1103,1428.03,1380.37
10505,2025-05,1104,760.19,786.24
10506,2025-05,1105,1029.47,1097.76
10507,2025-05,1106,840.87,811.05
10508,2025-05,1107,1077.56,1135.15
10509,2025-05,1108,1038.66,1014.19
10510,2025-05,1109,832.84,868.5
10511,2025-05,1110,1316.36,1323.26
10512,2025-05,1111,913.34,880.84
10513,2025-05,1112,1021.82,1058.03
10514,2025-05,1113,1274.95,1343.31
10515,2025-05,1114,977.33,975.6
10516,2025-05,1115,1076.42,1119.61
10517,2025-05,1116,1120.97,1150.73
10518,2025-05,1117,924.8,932.59
10519,2025-05,1118,838.3,848.44
10520,2025-05,1119,1140.46,1165.82
10521,2025-05,1120,76.25,79.44
10522,2025-05,1121,50.72,50.1
10523,2025-05,1122,62.56,61.23
10524,2025-05,1123,56.36,53.82
10525,2025-05,1124,67.64,71.05
10526,2025-05,1125,59.27,57.61
10527,2025-05,1126,52.1,51.36
10528,2025-05,1127,76.74,81.44
10529,2025-05,1128,40.77,42.45
10530,2025-05,1129,54.96,58.79
10531,2025-05,1130,66.48,68.14
10532,2025-05,1131,78.27,74.93
10533,2025-05,1132,57.94,61.47
10534,2025-05,1133,84.09,80.11
10535,2025-05,1134,60.53,62.99
10536,2025-05,1135,56.42,57.53
10537,2025-05,1136,54.93,56.29
10538,2025-05,1137,52.09,55.73
10539,2025-05,1138,64.56,62.79
10540,2025-05,1139,68.52,69.86
10541,2025-05,1140,978.51,1022.34
10542,2025-05,1141,601.73,578.04
10543,2025-05,1142,587.64,619.48
10544,2025-05,1143,761.08,818.12
10545,2025-05,1144,602.15,591.6
10546,2025-05,1145,656.81,654.54
10547,2025-05,1146,587.53,616.42
10548,2025-05,1147,663.67,716.54
10549,2025-05,1148,607.96,596.7
10550,2025-05,1149,835.66,853.97
10551,2025-05,1150,633.27,638.08
10552,2025-05,1151,517.88,495.61
10553,2025-05,1152,799.35,800.58
10554,2025-05,1153,591.98,626.42
10555,2025-05,1154,618.07,594.63
10556,2025-05,1155,682.54,665.36
10557,2025-05,1156,537.16,534.79
10558,2025-05,1157,747.95,751.79
10559,2025-05,1158,734.26,741.91
10560,2025-05,1159,657.06,695.77
10561,2025-05,1160,65.37,62.94
10562,2025-05,1161,51.3,54.72
10563,2025-05,1162,60.42,61.28
10564,2025-05,1163,42.28,43.02
10565,2025-05,1164,34.88,33.8
10566,2025-05,1165,51.98,49.76
10567,2025-05,1166,51.77,52.49
10568,2025-05,1167,48.68,46.79
10569,2025-05,1168,47.68,48.78
10570,2025-05,1169,43.14,42.64
10571,2025-05,1170,61.78,62.69
10572,2025-05,1171,42.04,40.31
10573,2025-05,1172,46.03,47.53
10574,2025-05,1173,42.67,44.26
10575,2025-05,1174,44.31,44.62
10576,2025-05,1175,52.38,50.39
10577,2025-05,1176,54.59,57.65
10578,2025-05,1177,42.9,42.72
10579,2025-05,1178,40.73,40.45
10580,2025-05,1179,38.8,39.55
10581,2025-05,1180,129.83,128.03
10582,2025-05,1181,95.0,96.09
10583,2025-05,1182,90.91,88.26
10584,2025-05,1183,60.64,60.15
10585,2025-05,1184,71.79,74.86
10586,2025-05,1185,115.99,111.68
10587,2025-05,1186,108.53,117.17
10588,2025-05,1187,134.12,138.03
10589,2025-05,1188,89.92,94.39
10590,2025-05,1189,106.94,108.78
10591,2025-05,1190,107.48,102.17
10592,2025-05,1191,121.68,122.73
10593,2025-05,1192,112.52,120.85
10594,2025-05,1193,81.41,81.98
10595,2025-05,1194,112.93,115.72
10596,2025-05,1195,109.21,112.48
10597,2025-05,1196,77.45,81.14
10598,2025-05,1197,88.83,93.92
10599,2025-05,1198,106.81,111.21
10600,2025-05,1199,88.73,85.84
10601,2025-06,1000,584.63,595.96
10602,2025-06,1001,608.02,647.34
10603,2025-06,1002,614.99,632.58
10604,2025-06,1003,880.86,900.92
10605,2025-06,1004,559.36,597.75
10606,2025-06,1005,604.27,637.62
10607,2025-06,1006,657.54,702.93
10608,2025-06,1007,666.25,713.31
10609,2025-06,1008,614.22,647.59
10610,2025-06,1009,709.31,679.25
10611,2025-06,1010,866.42,932.21
10612,2025-06,1011,706.03,703.55
10613,2025-06,1012,748.17,752.2
10614,2025-06,1013,736.09,773.74
10615,2025-06,1014,998.64,1074.0
10616,2025-06,1015,682.91,680.15
10617,2025-06,1016,853.99,831.97
10618,2025-06,1017,793.88,798.04
10619,2025-06,1018,776.81,791.5
10620,2025-06,1019,733.23,709.3
10621,2025-06,1020,485.9,503.85
10622,2025-06,1021,592.48,595.37
10623,2025-06,1022,540.53,546.21
10624,2025-06,1023,566.94,590.24
10625,2025-06,1024,429.97,428.74
10626,2025-06,1025,639.34,631.12
10627,2025-06,1026,535.47,562.27
10628,2025-06,1027,365.53,384.67
10629,2025-06,1028,400.74,385.98
10630,2025-06,1029,468.31,493.33
10631,2025-06,1030,547.28,587.38
10632,2025-06,1031,509.86,494.74
10633,2025-06,1032,455.07,470.9
10634,2025-06,1033,535.49,526.06
10635,2025-06,1034,496.64,517.96
10636,2025-06,1035,516.8,544.52
10637,2025-06,1036,505.27,495.38
10638,2025-06,1037,511.29,509.46
10639,2025-06,1038,451.0,431.21
10640,2025-06,1039,635.8,647.72
10641,2025-06,1040,246.63,262.1
10642,2025-06,1041,281.6,301.35
10643,2025-06,1042,339.78,361.37
10644,2025-06,1043,298.65,288.67
10645,2025-06,1044,327.76,319.68
10646,2025-06,1045,351.71,360.57
10647,2025-06,1046,410.51,391.17
10648,2025-06,1047,392.29,415.39
10649,2025-06,1048,462.42,448.81
10650,2025-06,1049,300.55,315.29
10651,2025-06,1050,405.15,420.25
10652,2025-06,1051,339.87,352.54
10653,2025-06,1052,289.85,304.34
10654,2025-06,1053,310.56,333.94
10655,2025-06,1054,400.26,429.84
10656,2025-06,1055,335.01,357.79
10657,2025-06,1056,284.42,274.01
10658,2025-06,1057,337.29,351.31
10659,2025-06,1058,419.75,414.76
10660,2025-06,1059,351.29,375.57
10661,2025-06,1060,112.07,107.49
10662,2025-06,1061,69.4,74.13
10663,2025-06,1062,104.32,103.77
10664,2025-06,1063,99.72,101.46
10665,2025-06,1064,120.52,127.81
10666,2025-06,1065,88.63,87.89
10667,2025-06,1066,95.71,103.13
10668,2025-06,1067,111.41,108.25
10669,2025-06,1068,110.09,112.09
10670,2025-06,1069,125.03,120.14
10671,2025-06,1070,84.36,88.52
10672,2025-06,1071,73.85,72.71
10673,2025-06,1072,98.59,103.18
10674,2025-06,1073,109.27,115.13
10675,2025-06,1074,73.98,70.88
10676,2025-06,1075,122.33,129.54
10677,2025-06,1076,76.66,79.81
10678,2025-06,1077,94.0,96.45
10679,2025-06,1078,133.53,143.49
10680,2025-06,1079,104.66,110.16
10681,2025-06,1080,413.55,432.96
10682,2025-06,1081,448.54,436.24
10683,2025-06,1082,637.56,608.23
10684,2025-06,1083,412.71,394.02
10685,2025-06,1084,436.91,429.48
10686,2025-06,1085,470.33,458.36
10687,2025-06,1086,530.16,542.14
10688,2025-06,1087,369.34,383.53
10689,2025-06,1088,597.98,615.34
10690,2025-06,1089,510.19,531.93
10691,2025-06,1090,552.19,591.11
10692,2025-06,1091,491.14,514.9
10693,2025-06,1092,649.92,664.47
10694,2025-06,1093,608.6,607.72
10695,2025-06,1094,559.99,548.88
10696,2025-06,1095,322.48,316.18
10697,2025-06,1096,731.97,696.52
10698,2025-06,1097,440.66,461.22
10699,2025-06,1098,492.36,487.66
10700,2025-06,1099,502.85,488.52
10701,2025-06,1100,996.22,961.85
10702,2025-06,1101,973.0,924.52
10703,2025-06,1102,925.7,976.07
10704,2025-06,1103,1436.43,1394.21
10705,2025-06,1104,760.69,764.0
10706,2025-06,1105,994.81,1069.27
10707,2025-06,1106,857.15,908.57
10708,2025-06,1107,1081.39,1083.17
10709,2025-06,1108,1001.52,1002.78
10710,2025-06,1109,837.64,848.69
10711,2025-06,1110,1241.9,1330.85
10712,2025-06,1111,934.28,951.01
10713,2025-06,1112,991.53,949.23
10714,2025-06,1113,1281.97,1379.95
10715,2025-06,1114,950.67,1013.05
10716,2025-06,1115,1051.82,1063.39
10717,2025-06,1116,1126.64,1179.97
10718,2025-06,1117,916.28,924.32
10719,2025-06,1118,814.06,859.42
10720,2025-06,1119,1156.41,1183.76
10721,2025-06,1120,72.21,76.52
10722,2025-06,1121,53.25,51.5
10723,2025-06,1122,61.98,60.79
10724,2025-06,1123,55.12,58.08
10725,2025-06,1124,69.04,67.41
10726,2025-06,1125,57.56,60.81
10727,2025-06,1126,48.82,50.78
10728,2025-06,1127,76.68,79.91
10729,2025-06,1128,41.2,43.42
10730,2025-06,1129,56.8,59.59
10731,2025-06,1130,64.17,63.56
10732,2025-06,1131,76.02,73.96
10733,2025-06,1132,56.35,57.92
10734,2025-06,1133,83.89,83.47
10735,2025-06,1134,59.38,63.83
10736,2025-06,1135,57.93,55.5
10737,2025-06,1136,54.32,57.06
10738,2025-06,1137,53.02,54.02
10739,2025-06,1138,62.78,60.96
10740,2025-06,1139,71.48,74.55
10741,2025-06,1140,986.75,1012.23
10742,2025-06,1141,626.86,633.11
10743,2025-06,1142,590.12,571.31
10744,2025-06,1143,723.26,696.79
10745,2025-06,1144,616.07,595.38
10746,2025-06,1145,645.32,632.86
10747,2025-06,1146,584.1,582.31
10748,2025-06,1147,656.13,637.51
10749,2025-06,1148,581.2,619.28
10750,2025-06,1149,812.84,864.99
10751,2025-06,1150,668.78,666.53
10752,2025-06,1151,509.47,543.11
10753,2025-06,1152,814.36,867.1
10754,2025-06,1153,577.72,620.1
10755,2025-06,1154,630.52,668.28
10756,2025-06,1155,640.49,630.11
10757,2025-06,1156,518.94,546.58
10758,2025-06,1157,750.99,773.31
10759,2025-06,1158,732.24,782.64
10760,2025-06,1159,657.78,692.62
10761,2025-06,1160,63.72,63.29
10762,2025-06,1161,50.85,52.72
10763,2025-06,1162,58.45,60.36
10764,2025-06,1163,40.88,40.15
10765,2025-06,1164,35.56,35.07
10766,2025-06,1165,50.31,48.03
10767,2025-06,1166,53.04,50.84
10768,2025-06,1167,46.9,48.09
10769,2025-06,1168,46.64,47.93
10770,2025-06,1169,44.46,46.18
10771,2025-06,1170,63.13,62.05
10772,2025-06,1171,43.65,41.83
10773,2025-06,1172,46.93,48.67
10774,2025-06,1173,42.35,41.6
10775,2025-06,1174,43.92,46.05
10776,2025-06,1175,52.42,51.23
10777,2025-06,1176,55.08,58.88
10778,2025-06,1177,43.29,45.33
10779,2025-06,1178,39.76,38.06
10780,2025-06,1179,39.54,40.33
10781,2025-06,1180,125.39,127.61
10782,2025-06,1181,96.88,100.3
10783,2025-06,1182,92.19,94.36
10784,2025-06,1183,60.51,59.61
10785,2025-06,1184,75.22,73.32
10786,2025-06,1185,110.49,115.69
10787,2025-06,1186,109.07,112.18
10788,2025-06,1187,137.13,146.52
10789,2025-06,1188,89.12,93.95
10790,2025-06,1189,104.47,108.07
10791,2025-06,1190,103.84,106.59
10792,2025-06,1191,124.84,130.17
10793,2025-06,1192,117.05,117.81
10794,2025-06,1193,77.93,81.41
10795,2025-06,1194,116.99,119.88
10796,2025-06,1195,107.8,102.8
10797,2025-06,1196,80.79,78.71
10798,2025-06,1197,83.39,84.42
10799,2025-06,1198,108.71,108.05
10800,2025-06,1199,90.87,94.1
10801,2025-07,1000,597.47,573.31
10802,2025-07,1001,593.32,577.42
10803,2025-07,1002,597.17,586.04
10804,2025-07,1003,876.12,906.29
10805,2025-07,1004,575.87,591.97
10806,2025-07,1005,572.62,550.87
10807,2025-07,1006,680.48,651.46
10808,2025-07,1007,640.2,620.35
10809,2025-07,1008,623.46,625.6
10810,2025-07,1009,683.18,733.11
10811,2025-07,1010,849.72,854.61
10812,2025-07,1011,723.69,720.46
10813,2025-07,1012,709.84,766.18
10814,2025-07,1013,696.4,705.52
10815,2025-07,1014,965.54,953.26
10816,2025-07,1015,661.94,709.86
10817,2025-07,1016,877.82,849.32
10818,2025-07,1017,761.82,747.73
10819,2025-07,1018,819.69,848.12
10820,2025-07,1019,733.8,762.91
10821,2025-07,1020,475.05,478.57
10822,2025-07,1021,578.12,554.4
10823,2025-07,1022,538.33,523.76
10824,2025-07,1023,546.05,562.87
10825,2025-07,1024,412.19,410.11
10826,2025-07,1025,642.81,640.36
10827,2025-07,1026,532.93,547.61
10828,2025-07,1027,374.93,397.01
10829,2025-07,1028,403.4,387.91
10830,2025-07,1029,473.7,464.71
10831,2025-07,1030,545.32,555.46
10832,2025-07,1031,482.2,518.33
10833,2025-07,1032,467.46,480.05
10834,2025-07,1033,562.09,543.67
10835,2025-07,1034,520.17,514.16
10836,2025-07,1035,482.93,484.76
10837,2025-07,1036,509.22,487.28
10838,2025-07,1037,543.88,566.71
10839,2025-07,1038,478.55,505.35
10840,2025-07,1039,641.78,663.21
10841,2025-07,1040,247.55,265.7
10842,2025-07,1041,261.83,250.98
10843,2025-07,1042,345.71,356.02
10844,2025-07,1043,291.96,290.27
10845,2025-07,1044,348.14,341.57
10846,2025-07,1045,357.73,346.9
10847,2025-07,1046,422.26,434.01
10848,2025-07,1047,380.28,377.64
10849,2025-07,1048,452.03,458.23
10850,2025-07,1049,326.72,334.09
10851,2025-07,1050,417.55,397.17
10852,2025-07,1051,341.45,325.56
10853,2025-07,1052,280.21,270.69
10854,2025-07,1053,318.71,316.71
10855,2025-07,1054,389.35,406.98
10856,2025-07,1055,345.79,339.49
10857,2025-07,1056,286.73,305.24
10858,2025-07,1057,356.08,357.47
10859,2025-07,1058,441.38,446.87
10860,2025-07,1059,341.96,335.27
10861,2025-07,1060,108.02,107.17
10862,2025-07,1061,69.35,74.52
10863,2025-07,1062,105.42,100.58
10864,2025-07,1063,93.44,99.65
10865,2025-07,1064,119.05,117.92
10866,2025-07,1065,90.1,95.43
10867,2025-07,1066,94.95,102.4
10868,2025-07,1067,119.24,113.92
10869,2025-07,1068,115.09,117.5
10870,2025-07,1069,123.55,129.71
10871,2025-07,1070,83.96,80.27
10872,2025-07,1071,74.33,79.02
10873,2025-07,1072,101.32,98.49
10874,2025-07,1073,102.68,110.37
10875,2025-07,1074,73.45,74.96
10876,2025-07,1075,115.47,112.42
10877,2025-07,1076,81.35,82.62
10878,2025-07,1077,96.25,97.25
10879,2025-07,1078,131.11,138.17
10880,2025-07,1079,112.28,117.1
10881,2025-07,1080,406.64,425.71
10882,2025-07,1081,442.65,424.79
10883,2025-07,1082,653.24,690.87
10884,2025-07,1083,412.04,416.72
10885,2025-07,1084,430.3,416.68
10886,2025-07,1085,488.55,466.39
10887,2025-07,1086,533.27,538.84
10888,2025-07,1087,371.61,392.52
10889,2025-07,1088,619.8,642.7
10890,2025-07,1089,508.19,499.48
10891,2025-07,1090,588.62,606.21
10892,2025-07,1091,491.93,502.91
10893,2025-07,1092,715.12,708.91
10894,2025-07,1093,587.83,615.31
10895,2025-07,1094,551.91,567.88
10896,2025-07,1095,335.19,334.52
10897,2025-07,1096,748.26,764.61
10898,2025-07,1097,425.48,457.09
10899,2025-07,1098,472.83,454.51
10900,2025-07,1099,490.8,505.18
10901,2025-07,1100,984.55,1059.11
10902,2025-07,1101,937.91,904.82
10903,2025-07,1102,915.2,955.35
10904,2025-07,1103,1351.69,1424.78
10905,2025-07,1104,756.26,788.15
10906,2025-07,1105,1007.27,1043.51
10907,2025-07,1106,844.64,870.59
10908,2025-07,1107,1109.67,1098.16
10909,2025-07,1108,1071.69,1122.67
10910,2025-07,1109,861.36,857.45
10911,2025-07,1110,1265.38,1359.79
10912,2025-07,1111,890.57,943.41
10913,2025-07,1112,1011.16,1035.27
10914,2025-07,1113,1260.26,1321.89
10915,2025-07,1114,1013.38,1033.68
10916,2025-07,1115,1086.35,1053.3
10917,2025-07,1116,1183.86,1233.91
10918,2025-07,1117,946.2,907.65
10919,2025-07,1118,888.14,845.31
10920,2025-07,1119,1127.12,1085.07
10921,2025-07,1120,72.65,73.23
10922,2025-07,1121,52.12,51.68
10923,2025-07,1122,63.1,65.97
10924,2025-07,1123,55.35,55.18
10925,2025-07,1124,67.72,64.53
10926,2025-07,1125,58.94,61.67
10927,2025-07,1126,49.22,50.59
10928,2025-07,1127,74.91,72.07
10929,2025-07,1128,43.24,45.72
10930,2025-07,1129,58.4,57.69
10931,2025-07,1130,68.16,68.14
10932,2025-07,1131,76.34,77.97
10933,2025-07,1132,59.88,60.72
10934,2025-07,1133,84.1,84.7
10935,2025-07,1134,60.09,59.93
10936,2025-07,1135,57.52,59.64
10937,2025-07,1136,54.56,54.31
10938,2025-07,1137,52.32,52.19
10939,2025-07,1138,63.05,65.23
10940,2025-07,1139,68.67,65.38
10941,2025-07,1140,978.25,1018.16
10942,2025-07,1141,617.28,622.23
10943,2025-07,1142,596.26,622.24
10944,2025-07,1143,750.92,759.27
10945,2025-07,1144,589.98,590.19
10946,2025-07,1145,658.07,700.68
10947,2025-07,1146,573.64,577.11
10948,2025-07,1147,662.56,699.65
10949,2025-07,1148,572.72,561.49
10950,2025-07,1149,800.28,849.91
10951,2025-07,1150,656.77,637.84
10952,2025-07,1151,511.72,493.96
10953,2025-07,1152,806.01,834.27
10954,2025-07,1153,576.9,556.13
10955,2025-07,1154,649.68,682.2
10956,2025-07,1155,671.66,639.61
10957,2025-07,1156,526.9,547.31
10958,2025-07,1157,730.12,715.27
10959,2025-07,1158,736.96,771.09
10960,2025-07,1159,648.82,656.11
10961,2025-07,1160,65.58,64.87
10962,2025-07,1161,50.68,50.5
10963,2025-07,1162,59.61,58.32
10964,2025-07,1163,39.94,38.98
10965,2025-07,1164,34.94,34.22
10966,2025-07,1165,53.06,56.46
10967,2025-07,1166,52.65,50.67
10968,2025-07,1167,49.56,49.9
10969,2025-07,1168,48.72,48.38
10970,2025-07,1169,45.67,44.58
10971,2025-07,1170,61.85,60.24
10972,2025-07,1171,44.32,44.62
10973,2025-07,1172,48.92,51.6
10974,2025-07,1173,43.65,42.4
10975,2025-07,1174,43.88,45.83
10976,2025-07,1175,53.98,54.78
10977,2025-07,1176,56.51,59.01
10978,2025-07,1177,44.07,45.46
10979,2025-07,1178,39.25,41.11
10980,2025-07,1179,39.13,37.35
10981,2025-07,1180,126.61,126.45
10982,2025-07,1181,90.3,88.9
10983,2025-07,1182,92.91,89.9
10984,2025-07,1183,60.04,60.02
10985,2025-07,1184,73.22,77.58
10986,2025-07,1185,114.01,120.94
10987,2025-07,1186,108.08,113.47
10988,2025-07,1187,132.03,128.44
10989,2025-07,1188,93.18,94.62
10990,2025-07,1189,99.93,95.84
10991,2025-07,1190,112.09,119.15
10992,2025-07,1191,120.21,123.36
10993,2025-07,1192,120.75,118.07
10994,2025-07,1193,85.89,90.42
10995,2025-07,1194,113.73,119.53
10996,2025-07,1195,109.17,110.21
10997,2025-07,1196,73.42,76.87
10998,2025-07,1197,84.38,83.92
10999,2025-07,1198,111.3,109.89
11000,2025-07,1199,90.94,97.27
11001,2025-08,1000,603.59,609.46
11002,2025-08,1001,599.36,614.34
11003,2025-08,1002,599.8,626.75
11004,2025-08,1003,879.75,860.71
11005,2025-08,1004,591.5,631.02
11006,2025-08,1005,622.69,659.04
11007,2025-08,1006,690.92,701.69
11008,2025-08,1007,685.61,654.13
11009,2025-08,1008,619.87,617.01
11010,2025-08,1009,689.16,711.64
11011,2025-08,1010,855.0,859.28
11012,2025-08,1011,751.92,748.43
11013,2025-08,1012,738.95,786.4
11014,2025-08,1013,715.36,754.42
11015,2025-08,1014,1004.49,1076.73
11016,2025-08,1015,693.84,703.23
11017,2025-08,1016,844.37,844.86
11018,2025-08,1017,804.61,856.71
11019,2025-08,1018,783.47,840.15
11020,2025-08,1019,708.08,710.04
11021,2025-08,1020,476.63,460.44
11022,2025-08,1021,601.29,622.33
11023,2025-08,1022,547.09,526.7
11024,2025-08,1023,561.71,548.75
11025,2025-08,1024,428.28,458.26
11026,2025-08,1025,612.84,586.34
11027,2025-08,1026,529.33,526.91
11028,2025-08,1027,364.59,386.17
11029,2025-08,1028,405.73,405.08
11030,2025-08,1029,480.69,474.54
11031,2025-08,1030,532.49,514.86
11032,2025-08,1031,516.97,500.29
11033,2025-08,1032,451.42,430.34
11034,2025-08,1033,547.0,576.34
11035,2025-08,1034,527.4,529.44
11036,2025-08,1035,515.16,528.9
11037,2025-08,1036,513.24,500.89
11038,2025-08,1037,555.32,555.66
11039,2025-08,1038,469.46,451.35
11040,2025-08,1039,625.13,636.42
11041,2025-08,1040,243.68,236.45
11042,2025-08,1041,254.97,247.67
11043,2025-08,1042,339.83,348.35
11044,2025-08,1043,291.25,307.86
11045,2025-08,1044,334.02,355.08
11046,2025-08,1045,355.7,347.84
11047,2025-08,1046,415.62,447.6
11048,2025-08,1047,366.24,386.07
11049,2025-08,1048,467.13,468.88
11050,2025-08,1049,305.8,320.52
11051,2025-08,1050,414.23,400.56
11052,2025-08,1051,339.98,362.71
11053,2025-08,1052,294.63,308.08
11054,2025-08,1053,306.23,307.47
11055,2025-08,1054,412.51,442.1
11056,2025-08,1055,327.75,349.77
11057,2025-08,1056,268.42,281.41
11058,2025-08,1057,355.64,371.12
11059,2025-08,1058,427.53,435.18
11060,2025-08,1059,356.27,370.08
11061,2025-08,1060,106.78,106.1
11062,2025-08,1061,68.08,66.09
11063,2025-08,1062,106.3,107.15
11064,2025-08,1063,99.92,97.78
11065,2025-08,1064,119.0,120.06
11066,2025-08,1065,90.97,90.87
11067,2025-08,1066,95.37,101.11
11068,2025-08,1067,110.09,114.42
11069,2025-08,1068,118.61,116.51
11070,2025-08,1069,119.35,122.23
11071,2025-08,1070,78.89,81.05
11072,2025-08,1071,75.61,75.56
11073,2025-08,1072,97.71,92.94
11074,2025-08,1073,107.97,111.33
11075,2025-08,1074,74.78,75.79
11076,2025-08,1075,115.92,110.55
11077,2025-08,1076,80.66,76.92
11078,2025-08,1077,95.23,93.18
11079,2025-08,1078,133.61,132.38
11080,2025-08,1079,102.14,106.99
11081,2025-08,1080,418.54,424.67
11082,2025-08,1081,463.47,452.28
11083,2025-08,1082,636.23,645.41
11084,2025-08,1083,390.68,388.34
11085,2025-08,1084,436.85,417.33
11086,2025-08,1085,502.3,515.57
11087,2025-08,1086,504.06,501.17
11088,2025-08,1087,380.19,385.68
11089,2025-08,1088,623.23,597.38
11090,2025-08,1089,534.13,564.73
11091,2025-08,1090,541.48,561.03
11092,2025-08,1091,488.06,512.25
11093,2025-08,1092,685.47,733.22
11094,2025-08,1093,612.15,649.42
11095,2025-08,1094,558.2,548.55
11096,2025-08,1095,327.69,344.46
11097,2025-08,1096,690.84,660.75
11098,2025-08,1097,417.27,414.14
11099,2025-08,1098,478.46,481.58
11100,2025-08,1099,502.45,487.62
11101,2025-08,1100,1014.19,1051.45
11102,2025-08,1101,930.79,887.36
11103,2025-08,1102,962.1,956.25
11104,2025-08,1103,1444.37,1404.19
11105,2025-08,1104,762.39,823.32
11106,2025-08,1105,1045.63,1083.91
11107,2025-08,1106,829.65,853.59
11108,2025-08,1107,1104.77,1104.55
11109,2025-08,1108,1045.99,1028.27
11110,2025-08,1109,885.27,849.04
11111,2025-08,1110,1257.6,1233.27
11112,2025-08,1111,917.59,986.8
11113,2025-08,1112,983.59,1034.17
11114,2025-08,1113,1292.38,1374.58
11115,2025-08,1114,991.91,1021.85
11116,2025-08,1115,1015.83,976.36
11117,2025-08,1116,1122.34,1133.8
11118,2025-08,1117,913.08,945.02
11119,2025-08,1118,832.22,821.45
11120,2025-08,1119,1132.87,1212.71
11121,2025-08,1120,74.93,78.78
11122,2025-08,1121,51.8,55.0
11123,2025-08,1122,60.76,62.9
11124,2025-08,1123,54.82,56.08
11125,2025-08,1124,71.12,76.45
11126,2025-08,1125,60.46,62.13
11127,2025-08,1126,50.12,52.85
11128,2025-08,1127,75.23,71.96
11129,2025-08,1128,41.74,43.9
11130,2025-08,1129,56.91,56.0
11131,2025-08,1130,64.08,63.86
11132,2025-08,1131,77.09,73.6
11133,2025-08,1132,59.65,62.97
11134,2025-08,1133,81.98,87.05
11135,2025-08,1134,59.23,62.5
11136,2025-08,1135,58.28,55.91
11137,2025-08,1136,52.26,52.08
11138,2025-08,1137,50.83,54.74
11139,2025-08,1138,60.83,58.7
11140,2025-08,1139,69.43,66.33
11141,2025-08,1140,1014.58,1083.81
11142,2025-08,1141,592.71,587.93
11143,2025-08,1142,572.7,578.94
11144,2025-08,1143,733.75,724.55
11145,2025-08,1144,608.58,601.0
11146,2025-08,1145,672.91,690.36
11147,2025-08,1146,575.04,564.39
11148,2025-08,1147,641.6,617.27
11149,2025-08,1148,582.4,576.92
11150,2025-08,1149,779.14,810.46
11151,2025-08,1150,670.25,651.42
11152,2025-08,1151,528.26,503.85
11153,2025-08,1152,775.48,762.2
11154,2025-08,1153,583.91,615.55
11155,2025-08,1154,623.0,598.12
11156,2025-08,1155,672.36,725.57
11157,2025-08,1156,522.47,497.35
11158,2025-08,1157,751.08,718.95
11159,2025-08,1158,738.61,730.61
11160,2025-08,1159,649.81,697.67
11161,2025-08,1160,64.27,61.63
11162,2025-08,1161,52.86,56.5
11163,2025-08,1162,59.89,58.35
11164,2025-08,1163,41.86,42.22
11165,2025-08,1164,35.21,33.64
11166,2025-08,1165,50.96,52.43
11167,2025-08,1166,52.6,55.62
11168,2025-08,1167,51.71,50.11
11169,2025-08,1168,46.4,47.65
11170,2025-08,1169,45.36,43.18
11171,2025-08,1170,62.07,62.13
11172,2025-08,1171,42.9,44.44
11173,2025-08,1172,48.84,51.51
11174,2025-08,1173,42.76,44.11
11175,2025-08,1174,44.35,43.82
11176,2025-08,1175,52.69,50.79
11177,2025-08,1176,56.87,56.38
11178,2025-08,1177,44.31,47.3
11179,2025-08,1178,41.08,39.99
11180,2025-08,1179,39.1,37.86
11181,2025-08,1180,130.38,125.89
11182,2025-08,1181,90.85,96.51
11183,2025-08,1182,93.03,95.68
11184,2025-08,1183,59.62,64.17
11185,2025-08,1184,75.86,79.26
11186,2025-08,1185,117.37,123.82
11187,2025-08,1186,112.14,107.3
11188,2025-08,1187,137.06,137.31
11189,2025-08,1188,95.24,99.09
11190,2025-08,1189,105.92,111.61
11191,2025-08,1190,104.57,111.99
11192,2025-08,1191,123.56,129.67
11193,2025-08,1192,111.43,107.68
11194,2025-08,1193,82.71,79.49
11195,2025-08,1194,116.33,114.81
11196,2025-08,1195,111.47,108.76
11197,2025-08,1196,77.17,82.18
11198,2025-08,1197,83.26,84.92
11199,2025-08,1198,109.28,107.75
11200,2025-08,1199,85.74,91.62
11201,2025-09,1000,633.71,626.35
11202,2025-09,1001,630.51,634.92
11203,2025-09,1002,620.44,604.21
11204,2025-09,1003,807.26,785.24
11205,2025-09,1004,612.58,612.23
11206,2025-09,1005,620.38,632.38
11207,2025-09,1006,685.81,735.85
11208,2025-09,1007,655.79,629.62
11209,2025-09,1008,638.75,644.52
11210,2025-09,1009,715.45,739.04
11211,2025-09,1010,867.93,895.18
11212,2025-09,1011,691.8,663.89
11213,2025-09,1012,752.38,782.87
11214,2025-09,1013,719.39,773.65
11215,2025-09,1014,991.84,1060.53
11216,2025-09,1015,675.33,711.63
11217,2025-09,1016,852.91,839.35
11218,2025-09,1017,764.17,793.17
11219,2025-09,1018,791.61,758.6
11220,2025-09,1019,725.05,712.79
11221,2025-09,1020,478.25,470.39
11222,2025-09,1021,569.54,557.05
11223,2025-09,1022,541.02,538.47
11224,2025-09,1023,596.01,623.42
11225,2025-09,1024,435.58,433.75
11226,2025-09,1025,620.46,603.37
11227,2025-09,1026,530.39,558.01
