activity_id,date_id,date,customer_id,sales_rep_id,activity_type,activity_minutes,sentiment_score,customer_health_score
33787,20250205,2025-02-05,271,3,Call,54,0.371,71.8
33788,20250808,2025-08-08,76,65,Email,64,0.221,76.6
33789,20251101,2025-11-01,140,6,Call,7,0.554,81.3
33790,20221030,2022-10-30,1148,23,Email,42,-0.22,54.3
33791,20241016,2024-10-16,85,65,Training,47,0.581,78.3
33792,20210814,2021-08-14,823,57,Call,23,-1.575,52.0
33793,20251004,2025-10-04,322,54,Call,79,-0.53,62.3
33794,20220106,2022-01-06,379,41,Call,29,-0.342,57.3
33795,20230713,2023-07-13,668,64,Business Review,28,-0.586,47.7
33796,20250312,2025-03-12,395,38,Call,35,0.736,76.3
33797,20240510,2024-05-10,1195,44,Email,69,0.358,66.4
33798,20221014,2022-10-14,759,41,Training,13,-0.34,63.6
33799,20250925,2025-09-25,777,51,Email,5,-1.375,46.3
33800,20210918,2021-09-18,1121,78,Business Review,13,-0.334,57.0
33801,20250611,2025-06-11,263,80,Training,25,0.416,65.8
33802,20240123,2024-01-23,204,69,Call,37,-0.236,69.5
33803,20240716,2024-07-16,297,34,Email,92,0.945,76.9
33804,20240520,2024-05-20,101,49,Email,6,0.526,69.6
33805,20220627,2022-06-27,349,5,Demo,47,0.109,74.5
33806,20210206,2021-02-06,828,8,Visit,13,0.406,71.9
33807,20250220,2025-02-20,1131,34,Call,24,-0.346,63.2
33808,20210116,2021-01-16,173,13,Email,12,-0.121,72.6
33809,20220926,2022-09-26,298,75,Email,7,-0.235,63.0
33810,20250218,2025-02-18,1070,26,Call,5,0.283,61.0
33811,20220206,2022-02-06,1026,54,Call,21,-0.939,43.2
33812,20220619,2022-06-19,1052,76,Call,20,0.17,66.0
33813,20240718,2024-07-18,839,11,Call,19,0.399,70.3
33814,20231125,2023-11-25,678,79,Email,65,0.034,69.6
33815,20210514,2021-05-14,776,11,Call,40,-0.533,52.1
33816,20220731,2022-07-31,616,33,Call,24,0.034,63.0
33817,20220919,2022-09-19,559,34,Email,24,-0.415,45.9
33818,20240423,2024-04-23,1041,72,Email,52,0.313,69.3
33819,20210107,2021-01-07,839,27,Call,45,0.965,84.0
33820,20230115,2023-01-15,301,49,Demo,19,-0.392,46.5
33821,20221208,2022-12-08,1013,44,Email,23,0.871,61.7
33822,20250612,2025-06-12,307,66,Call,37,-0.498,48.5
33823,20221112,2022-11-12,891,12,Visit,40,-0.621,61.3
33824,20240227,2024-02-27,259,46,Call,12,-0.458,59.3
33825,20240602,2024-06-02,1132,59,Email,38,-0.468,58.1
33826,20220413,2022-04-13,501,63,Visit,36,0.589,84.1
33827,20250206,2025-02-06,112,73,Email,17,0.211,59.4
33828,20240917,2024-09-17,213,76,Call,5,-0.674,41.6
33829,20220528,2022-05-28,831,79,Visit,25,-0.443,63.4
33830,20241007,2024-10-07,869,84,Visit,5,-0.325,57.6
33831,20211118,2021-11-18,356,58,Call,27,-0.769,55.8
33832,20210714,2021-07-14,888,23,Email,29,0.753,70.0
33833,20231221,2023-12-21,678,55,Visit,19,0.189,53.7
33834,20210118,2021-01-18,389,54,Call,24,-0.521,57.2
33835,20210531,2021-05-31,263,85,Call,71,0.558,76.1
33836,20210824,2021-08-24,1122,6,Call,8,-0.641,55.8
33837,20241216,2024-12-16,836,54,Call,60,-0.031,61.3
33838,20210106,2021-01-06,28,25,Email,28,1.01,70.2
33839,20220909,2022-09-09,131,19,Call,54,-0.171,56.0
33840,20220914,2022-09-14,164,36,Business Review,33,-0.028,64.2
33841,20230412,2023-04-12,679,58,Training,21,-0.644,47.6
33842,20211104,2021-11-04,95,14,Visit,17,0.883,73.4
33843,20211201,2021-12-01,381,39,Training,30,0.312,66.3
33844,20251118,2025-11-18,997,78,Demo,44,1.25,80.6
33845,20251107,2025-11-07,20,74,Training,43,-0.416,71.0
33846,20251002,2025-10-02,1198,43,Call,23,-0.125,57.1
33847,20240708,2024-07-08,70,73,Call,46,-0.441,67.6
33848,20221126,2022-11-26,853,54,Training,19,-0.745,57.6
33849,20250217,2025-02-17,988,66,Email,55,0.584,68.9
33850,20211027,2021-10-27,813,82,Call,64,0.227,57.4
33851,20231121,2023-11-21,724,14,Email,48,-0.25,63.5
33852,20231225,2023-12-25,1133,17,Demo,47,1.252,73.3
33853,20241102,2024-11-02,78,13,Email,41,-0.358,71.5
33854,20230105,2023-01-05,833,2,Call,25,-0.048,68.7
33855,20220709,2022-07-09,476,2,Business Review,27,0.248,71.4
33856,20220621,2022-06-21,379,15,Email,31,0.887,83.0
33857,20230403,2023-04-03,130,83,Visit,76,0.361,70.4
33858,20210314,2021-03-14,702,42,Email,21,0.844,71.5
33859,20210603,2021-06-03,940,76,Call,49,-0.274,55.7
33860,20210329,2021-03-29,220,30,Call,31,-0.217,52.6
33861,20230421,2023-04-21,1152,27,Email,26,-0.083,60.8
33862,20210130,2021-01-30,82,9,Visit,5,0.404,73.1
33863,20221127,2022-11-27,459,67,Demo,26,0.781,76.3
33864,20240104,2024-01-04,389,63,Email,26,-0.641,50.0
33865,20230423,2023-04-23,951,8,Visit,39,-0.483,63.5
33866,20230630,2023-06-30,459,65,Visit,25,0.047,58.9
33867,20250911,2025-09-11,924,27,Call,23,0.196,79.2
33868,20250114,2025-01-14,391,6,Email,73,-0.311,60.3
33869,20231226,2023-12-26,501,42,Demo,38,0.463,75.1
33870,20210726,2021-07-26,1014,61,Visit,73,-0.43,54.3
33871,20220206,2022-02-06,757,65,Call,5,0.766,78.7
33872,20240425,2024-04-25,203,16,Email,45,-0.062,62.1
33873,20250615,2025-06-15,944,17,Call,41,0.225,64.5
33874,20210916,2021-09-16,644,8,Business Review,32,-0.742,58.8
33875,20240105,2024-01-05,61,3,Demo,50,-0.513,48.4
33876,20230721,2023-07-21,257,56,Demo,54,-0.873,60.4
33877,20251122,2025-11-22,92,24,Business Review,83,0.803,72.3
33878,20230519,2023-05-19,595,70,Training,26,-0.686,48.3
33879,20211110,2021-11-10,362,29,Visit,38,-0.111,66.2
33880,20220823,2022-08-23,279,73,Email,33,0.448,70.8
33881,20210131,2021-01-31,268,58,Demo,70,0.554,68.1
33882,20250217,2025-02-17,575,42,Visit,62,0.818,93.6
33883,20210822,2021-08-22,468,78,Call,52,0.942,75.7
33884,20230303,2023-03-03,856,2,Business Review,54,0.534,66.2
33885,20231203,2023-12-03,1147,42,Call,23,0.094,63.3
33886,20220607,2022-06-07,463,33,Email,35,0.141,64.7
33887,20210325,2021-03-25,541,27,Demo,41,0.082,49.1
33888,20210119,2021-01-19,891,34,Visit,14,0.724,86.4
33889,20221224,2022-12-24,77,78,Email,49,-0.433,66.9
33890,20230528,2023-05-28,96,79,Email,41,-0.111,56.5
33891,20240626,2024-06-26,924,8,Call,59,-0.956,59.9
33892,20240410,2024-04-10,191,63,Call,28,-0.087,66.3
33893,20240212,2024-02-12,865,46,Call,39,-0.433,65.0
33894,20221018,2022-10-18,401,22,Call,43,0.592,63.4
33895,20210917,2021-09-17,338,52,Call,26,0.064,71.7
33896,20230409,2023-04-09,70,77,Visit,32,0.101,63.5
33897,20210424,2021-04-24,506,30,Demo,5,-0.186,52.3
33898,20211121,2021-11-21,910,14,Training,43,-0.469,56.7
33899,20210718,2021-07-18,711,12,Call,32,0.018,63.4
33900,20240530,2024-05-30,592,48,Business Review,5,-0.326,62.0
33901,20230729,2023-07-29,9,46,Email,5,0.329,84.0
33902,20220405,2022-04-05,730,25,Call,50,-0.138,65.3
33903,20220527,2022-05-27,901,58,Call,19,0.466,68.5
33904,20231213,2023-12-13,677,77,Call,12,0.101,67.5
33905,20250623,2025-06-23,1161,21,Call,46,-0.843,52.0
33906,20211130,2021-11-30,999,84,Email,49,-0.954,54.8
33907,20221008,2022-10-08,969,63,Email,26,-0.18,59.1
33908,20240227,2024-02-27,464,12,Email,39,-0.125,63.5
33909,20240825,2024-08-25,25,83,Call,75,0.581,78.9
33910,20210113,2021-01-13,921,61,Email,8,0.181,75.2
33911,20240807,2024-08-07,931,62,Demo,24,1.098,74.4
33912,20230204,2023-02-04,992,14,Email,39,-0.06,69.8
33913,20240727,2024-07-27,165,35,Call,40,0.223,73.2
33914,20250608,2025-06-08,54,17,Demo,19,0.159,68.0
33915,20211106,2021-11-06,60,17,Business Review,53,-0.005,70.0
33916,20210212,2021-02-12,921,3,Call,66,-0.424,59.2
33917,20240402,2024-04-02,595,32,Call,19,-0.737,44.7
33918,20230827,2023-08-27,197,85,Demo,48,-0.187,60.7
33919,20251128,2025-11-28,108,50,Visit,28,-0.087,63.2
33920,20241006,2024-10-06,888,39,Email,42,0.53,82.1
33921,20250829,2025-08-29,524,2,Email,47,0.498,65.4
33922,20240602,2024-06-02,436,21,Email,36,0.327,63.7
33923,20230213,2023-02-13,22,32,Call,14,1.242,90.9
33924,20250916,2025-09-16,202,82,Call,12,0.512,67.9
33925,20240902,2024-09-02,761,25,Call,5,-0.293,48.9
33926,20241112,2024-11-12,67,83,Business Review,25,0.533,69.1
33927,20250614,2025-06-14,526,19,Call,34,-0.68,58.3
33928,20230714,2023-07-14,592,33,Email,11,0.144,68.6
33929,20250628,2025-06-28,733,82,Demo,21,0.698,67.8
33930,20240506,2024-05-06,761,46,Email,31,0.675,71.7
33931,20210215,2021-02-15,255,78,Visit,40,-0.167,74.2
33932,20251212,2025-12-12,733,14,Email,70,-0.3,55.0
33933,20230921,2023-09-21,102,71,Email,19,0.787,83.3
33934,20230726,2023-07-26,459,25,Call,52,-0.106,73.3
33935,20251006,2025-10-06,436,64,Business Review,32,-0.052,60.0
33936,20240222,2024-02-22,112,23,Email,5,-0.773,59.7
33937,20250526,2025-05-26,793,57,Call,30,-0.099,64.1
33938,20250114,2025-01-14,697,7,Call,64,-0.828,52.2
33939,20210205,2021-02-05,67,49,Visit,63,0.991,71.2
33940,20240831,2024-08-31,749,23,Email,53,0.216,81.4
33941,20210227,2021-02-27,496,44,Demo,56,0.823,84.7
33942,20210816,2021-08-16,474,84,Email,63,-0.144,70.8
33943,20250108,2025-01-08,981,51,Call,29,0.373,75.1
33944,20240319,2024-03-19,282,7,Visit,5,0.361,76.8
33945,20210529,2021-05-29,486,80,Demo,62,-0.865,57.0
33946,20240120,2024-01-20,540,50,Visit,27,-0.577,54.3
33947,20220903,2022-09-03,1029,34,Call,38,0.58,63.5
33948,20250824,2025-08-24,1178,4,Demo,19,0.541,66.5
33949,20250415,2025-04-15,1152,67,Call,22,0.3,83.1
33950,20250908,2025-09-08,199,29,Demo,5,0.673,91.1
33951,20230426,2023-04-26,602,56,Demo,7,-0.01,60.5
33952,20250525,2025-05-25,99,71,Email,31,-0.603,60.0
33953,20230616,2023-06-16,695,71,Email,27,-0.244,53.1
33954,20240115,2024-01-15,926,57,Visit,42,-0.496,59.8
33955,20230301,2023-03-01,228,18,Visit,55,-1.455,51.4
33956,20240109,2024-01-09,310,57,Email,38,0.657,61.0
33957,20230918,2023-09-18,689,66,Business Review,19,1.109,88.9
33958,20220406,2022-04-06,589,52,Email,14,0.601,87.1
33959,20250902,2025-09-02,98,62,Demo,26,0.258,73.0
33960,20210308,2021-03-08,524,66,Email,55,0.533,55.4
33961,20250727,2025-07-27,860,19,Visit,29,0.53,76.2
33962,20240329,2024-03-29,923,85,Demo,78,0.708,78.5
33963,20220708,2022-07-08,1069,2,Call,28,0.536,76.5
33964,20251022,2025-10-22,1124,49,Call,83,-0.667,61.7
33965,20241225,2024-12-25,12,59,Call,11,0.534,70.3
33966,20210316,2021-03-16,696,66,Call,33,-0.393,36.8
33967,20231003,2023-10-03,393,43,Demo,55,-0.129,58.7
33968,20220914,2022-09-14,702,12,Email,22,0.143,74.5
33969,20210922,2021-09-22,623,72,Business Review,17,0.116,70.7
33970,20220322,2022-03-22,309,68,Email,63,0.443,69.3
33971,20240919,2024-09-19,871,84,Email,5,0.652,64.9
33972,20220925,2022-09-25,985,54,Call,38,0.665,69.2
33973,20210221,2021-02-21,895,34,Demo,13,-1.036,53.3
33974,20241214,2024-12-14,1045,80,Visit,19,-0.665,57.2
33975,20221007,2022-10-07,189,23,Business Review,39,0.115,59.2
33976,20251109,2025-11-09,609,26,Email,41,0.454,75.9
33977,20211106,2021-11-06,946,2,Demo,30,0.719,76.3
33978,20230506,2023-05-06,200,5,Email,69,0.603,63.4
33979,20210810,2021-08-10,777,1,Call,20,0.259,61.1
33980,20220318,2022-03-18,922,51,Call,20,-0.406,58.2
33981,20250417,2025-04-17,1167,34,Training,6,-0.628,52.1
33982,20211114,2021-11-14,613,11,Call,80,-0.123,60.5
33983,20250907,2025-09-07,238,47,Email,45,-0.403,59.3
33984,20210520,2021-05-20,8,80,Email,46,-0.268,60.6
33985,20231028,2023-10-28,394,83,Call,52,0.826,69.3
33986,20240526,2024-05-26,298,43,Demo,43,-0.148,55.3
33987,20240201,2024-02-01,670,35,Email,60,0.238,59.8
33988,20230728,2023-07-28,969,35,Visit,22,0.631,79.4
33989,20210620,2021-06-20,344,9,Visit,30,0.037,63.0
33990,20240416,2024-04-16,1093,25,Demo,39,-0.61,65.6
33991,20220908,2022-09-08,239,36,Call,26,-0.827,47.7
33992,20210302,2021-03-02,572,39,Business Review,25,0.177,62.9
33993,20210403,2021-04-03,511,5,Demo,31,0.284,57.0
33994,20250214,2025-02-14,827,56,Call,45,0.184,74.3
33995,20251226,2025-12-26,1060,83,Email,21,0.548,71.7
33996,20240830,2024-08-30,1104,28,Business Review,17,-0.064,59.0
33997,20241024,2024-10-24,65,11,Call,31,0.567,91.0
33998,20231118,2023-11-18,40,71,Call,21,0.316,59.2
33999,20210503,2021-05-03,761,44,Call,5,0.125,64.4
34000,20240728,2024-07-28,525,42,Visit,47,0.535,73.1
34001,20220904,2022-09-04,474,51,Email,75,0.132,53.4
34002,20250808,2025-08-08,857,65,Call,47,-0.028,70.4
34003,20220529,2022-05-29,572,47,Call,17,-0.178,54.1
34004,20240516,2024-05-16,763,85,Email,21,-0.729,58.4
34005,20251024,2025-10-24,14,25,Demo,54,0.483,70.8
34006,20241230,2024-12-30,501,79,Call,15,0.327,72.2
34007,20230609,2023-06-09,353,12,Email,56,-0.541,60.9
34008,20250408,2025-04-08,1064,12,Call,35,0.199,67.1
34009,20251019,2025-10-19,555,4,Email,31,-0.611,56.3
34010,20250419,2025-04-19,411,30,Visit,29,-0.982,32.8
34011,20240908,2024-09-08,233,4,Call,16,0.892,82.7
34012,20230701,2023-07-01,843,12,Visit,57,-0.09,58.7
34013,20250620,2025-06-20,726,66,Call,48,0.182,62.0
34014,20231108,2023-11-08,240,48,Visit,21,0.293,61.8
34015,20240523,2024-05-23,478,13,Email,23,0.144,61.2
34016,20240831,2024-08-31,727,66,Call,40,-0.431,45.6
34017,20210413,2021-04-13,70,70,Call,65,0.381,84.6
34018,20231211,2023-12-11,694,81,Email,57,0.706,76.9
34019,20231125,2023-11-25,327,40,Email,60,1.214,84.6
34020,20210329,2021-03-29,1020,79,Training,16,-0.238,70.8
34021,20230118,2023-01-18,658,76,Email,44,0.016,62.6
34022,20230614,2023-06-14,459,44,Demo,45,-0.339,68.5
34023,20231111,2023-11-11,367,4,Visit,11,-0.394,60.0
34024,20230103,2023-01-03,167,60,Call,36,0.819,64.2
34025,20250317,2025-03-17,1063,56,Email,10,0.695,72.8
34026,20210930,2021-09-30,12,37,Email,5,0.069,63.7
34027,20221111,2022-11-11,1014,45,Training,47,-0.503,54.9
34028,20221002,2022-10-02,626,51,Call,64,-0.457,65.4
34029,20230108,2023-01-08,427,72,Business Review,19,0.375,65.2
34030,20211118,2021-11-18,523,82,Call,5,-0.456,60.1
34031,20220807,2022-08-07,678,34,Call,61,-0.568,50.9
34032,20210226,2021-02-26,99,10,Training,5,-0.565,50.1
34033,20231125,2023-11-25,98,19,Email,42,0.004,66.8
34034,20241010,2024-10-10,668,82,Email,25,-0.307,57.4
34035,20230608,2023-06-08,798,73,Visit,39,0.316,63.7
34036,20220608,2022-06-08,1079,21,Call,17,-0.517,63.9
34037,20250505,2025-05-05,220,80,Email,47,-0.074,63.4
34038,20250602,2025-06-02,336,56,Call,30,1.495,82.2
34039,20220608,2022-06-08,672,61,Email,47,-0.519,72.9
34040,20250829,2025-08-29,702,65,Email,25,0.618,69.1
34041,20231021,2023-10-21,1092,5,Demo,35,-0.101,70.9
34042,20251001,2025-10-01,1021,66,Visit,43,-0.688,46.7
34043,20240211,2024-02-11,257,58,Email,16,-0.393,55.5
34044,20240208,2024-02-08,327,50,Call,43,0.379,60.6
34045,20241014,2024-10-14,459,29,Call,16,-0.506,68.9
34046,20250316,2025-03-16,448,54,Call,39,-0.08,60.4
34047,20231014,2023-10-14,701,57,Email,40,0.121,69.2
34048,20210909,2021-09-09,135,83,Call,41,0.546,81.9
34049,20231121,2023-11-21,569,71,Training,16,-0.06,62.4
34050,20250418,2025-04-18,976,75,Training,68,-0.003,57.0
34051,20210911,2021-09-11,13,25,Email,48,0.992,85.4
34052,20220217,2022-02-17,1032,72,Business Review,62,0.449,60.8
34053,20220224,2022-02-24,578,66,Visit,59,0.437,71.7
34054,20250624,2025-06-24,244,71,Email,12,0.133,59.3
34055,20230909,2023-09-09,1077,76,Call,25,0.055,60.5
34056,20250511,2025-05-11,564,34,Training,42,-0.147,62.7
34057,20230627,2023-06-27,825,52,Email,5,-0.742,54.9
34058,20220123,2022-01-23,161,73,Email,47,0.095,60.6
34059,20221004,2022-10-04,108,84,Call,32,-0.364,67.8
34060,20220814,2022-08-14,973,60,Business Review,59,-0.938,45.6
34061,20231211,2023-12-11,893,35,Call,31,-0.584,59.7
34062,20240701,2024-07-01,1027,70,Email,41,0.891,77.9
34063,20250520,2025-05-20,121,67,Email,34,0.959,89.7
34064,20210909,2021-09-09,356,58,Call,28,0.422,85.5
34065,20251217,2025-12-17,711,47,Demo,7,-0.2,68.5
34066,20241209,2024-12-09,1124,20,Business Review,21,0.504,75.6
34067,20230217,2023-02-17,569,52,Call,46,-1.056,59.6
34068,20230506,2023-05-06,682,65,Call,16,-0.543,52.3
34069,20240904,2024-09-04,123,40,Email,5,0.666,72.6
34070,20220802,2022-08-02,617,45,Email,5,0.305,86.0
34071,20210405,2021-04-05,426,44,Email,25,0.222,68.1
34072,20230712,2023-07-12,387,19,Email,38,0.314,66.8
34073,20231105,2023-11-05,589,22,Business Review,43,0.083,64.1
34074,20220202,2022-02-02,80,55,Call,19,0.139,74.5
34075,20241221,2024-12-21,685,81,Email,43,1.469,100.0
34076,20210531,2021-05-31,444,72,Training,57,-0.52,52.7
34077,20210616,2021-06-16,1057,28,Email,22,-0.736,49.4
34078,20251027,2025-10-27,248,56,Email,50,0.033,64.5
34079,20250910,2025-09-10,124,71,Email,5,0.433,71.1
34080,20231008,2023-10-08,166,32,Call,38,-0.1,54.8
34081,20241111,2024-11-11,130,50,Call,36,0.117,71.7
34082,20231006,2023-10-06,944,67,Email,50,-0.054,50.0
34083,20250420,2025-04-20,676,56,Email,12,-0.34,55.6
34084,20220827,2022-08-27,532,41,Demo,54,0.151,70.0
34085,20230508,2023-05-08,923,33,Business Review,11,-0.207,61.5
34086,20240528,2024-05-28,1198,32,Demo,29,0.44,71.8
34087,20230412,2023-04-12,794,34,Email,62,0.427,65.8
34088,20231125,2023-11-25,200,72,Call,15,0.833,89.9
34089,20250326,2025-03-26,847,27,Visit,55,-0.473,51.9
34090,20240817,2024-08-17,409,25,Demo,40,-0.608,57.3
34091,20251227,2025-12-27,123,26,Call,37,0.409,57.8
34092,20210716,2021-07-16,35,17,Call,32,-0.338,53.1
34093,20221010,2022-10-10,950,72,Call,31,0.037,58.6
34094,20250406,2025-04-06,459,54,Call,41,0.637,66.2
34095,20250224,2025-02-24,14,25,Email,5,-0.262,59.9
34096,20230830,2023-08-30,678,30,Call,74,0.908,77.7
34097,20240311,2024-03-11,70,49,Training,24,-1.08,51.3
34098,20210419,2021-04-19,459,69,Business Review,42,1.039,81.0
34099,20250306,2025-03-06,89,53,Demo,45,0.833,63.2
34100,20240611,2024-06-11,155,32,Visit,43,-0.322,79.9
34101,20230419,2023-04-19,456,40,Call,52,-1.262,52.2
34102,20250514,2025-05-14,1043,45,Call,50,0.239,79.3
34103,20220225,2022-02-25,727,11,Business Review,6,0.335,65.3
34104,20230409,2023-04-09,687,25,Email,5,0.578,74.7
34105,20250511,2025-05-11,1156,76,Visit,30,0.012,79.8
34106,20230424,2023-04-24,1063,12,Call,48,-0.304,52.4
34107,20230505,2023-05-05,307,67,Email,45,-0.229,60.5
34108,20240927,2024-09-27,590,9,Visit,35,0.429,76.5
34109,20210127,2021-01-27,503,61,Demo,26,0.841,79.3
34110,20241115,2024-11-15,1041,35,Call,28,0.483,86.1
34111,20230725,2023-07-25,1120,30,Call,12,-0.486,54.1
34112,20220412,2022-04-12,650,74,Call,22,-0.614,63.2
34113,20240420,2024-04-20,988,9,Business Review,48,-0.584,41.9
34114,20250725,2025-07-25,353,42,Email,5,0.583,78.6
34115,20230102,2023-01-02,345,69,Email,28,0.647,85.7
34116,20230615,2023-06-15,123,3,Email,23,-0.505,58.9
34117,20230215,2023-02-15,468,38,Demo,22,-0.075,53.5
34118,20220618,2022-06-18,337,77,Email,10,0.705,78.1
34119,20221210,2022-12-10,249,31,Email,30,0.456,59.4
34120,20211115,2021-11-15,983,53,Email,44,1.078,87.7
34121,20240408,2024-04-08,70,41,Call,55,0.563,66.0
34122,20240226,2024-02-26,1095,48,Call,38,-0.11,64.2
34123,20250526,2025-05-26,474,48,Call,72,-1.004,45.4
34124,20230821,2023-08-21,301,9,Demo,50,0.282,68.7
34125,20240601,2024-06-01,186,65,Email,29,-0.046,70.1
34126,20250118,2025-01-18,1148,38,Call,56,-0.032,61.8
34127,20231121,2023-11-21,381,59,Training,15,0.717,82.7
34128,20240521,2024-05-21,1075,66,Call,11,-0.148,65.9
34129,20250220,2025-02-20,867,43,Demo,55,0.073,62.3
34130,20240227,2024-02-27,1199,64,Call,17,0.766,70.2
34131,20250822,2025-08-22,714,58,Email,30,0.563,66.7
34132,20230126,2023-01-26,275,52,Email,37,0.087,72.8
34133,20240212,2024-02-12,426,72,Email,6,1.274,85.2
34134,20220321,2022-03-21,839,40,Training,47,0.016,66.8
34135,20220826,2022-08-26,621,64,Call,25,0.148,73.1
34136,20220502,2022-05-02,1128,47,Visit,57,0.758,76.2
34137,20220711,2022-07-11,1054,35,Visit,13,0.325,80.9
34138,20210925,2021-09-25,667,23,Call,57,0.928,78.6
34139,20240831,2024-08-31,937,42,Call,50,0.055,68.9
34140,20251124,2025-11-24,678,81,Email,49,0.218,66.4
34141,20230425,2023-04-25,213,68,Email,35,-0.34,75.8
34142,20250112,2025-01-12,668,12,Email,35,-0.094,56.1
34143,20250205,2025-02-05,411,76,Call,70,0.627,73.2
34144,20220214,2022-02-14,13,7,Call,20,0.639,85.5
34145,20231122,2023-11-22,678,55,Training,58,0.525,70.4
34146,20240404,2024-04-04,1122,40,Visit,18,-0.267,60.4
34147,20231002,2023-10-02,853,85,Call,27,0.44,82.9
34148,20230820,2023-08-20,397,44,Email,51,0.864,83.8
34149,20221218,2022-12-18,274,79,Email,72,-0.052,55.2
34150,20210926,2021-09-26,107,58,Training,20,-0.366,58.9
34151,20240615,2024-06-15,440,17,Demo,30,-0.709,52.6
34152,20221213,2022-12-13,727,46,Call,55,-0.243,58.7
34153,20220730,2022-07-30,397,73,Call,24,0.067,58.4
34154,20251014,2025-10-14,275,3,Call,5,-0.157,69.2
34155,20210322,2021-03-22,417,33,Call,25,-0.389,47.9
34156,20210709,2021-07-09,534,81,Email,16,-0.01,55.3
34157,20250524,2025-05-24,508,40,Demo,54,0.351,75.3
34158,20210820,2021-08-20,82,47,Call,64,0.286,59.1
34159,20230716,2023-07-16,404,77,Training,48,-0.356,52.9
34160,20241201,2024-12-01,96,28,Demo,55,-0.347,67.6
34161,20230331,2023-03-31,1196,23,Call,31,0.073,63.3
34162,20210327,2021-03-27,759,74,Demo,31,0.768,76.9
34163,20210723,2021-07-23,345,84,Email,32,0.3,62.0
34164,20210103,2021-01-03,275,76,Email,27,0.859,85.7
34165,20220803,2022-08-03,588,71,Call,53,0.89,88.1
34166,20240623,2024-06-23,656,72,Call,12,1.276,86.6
34167,20210527,2021-05-27,962,32,Email,46,-0.439,50.0
34168,20210829,2021-08-29,451,59,Business Review,37,0.312,71.3
34169,20240726,2024-07-26,883,36,Visit,14,0.797,81.1
34170,20240201,2024-02-01,745,5,Call,45,0.188,60.5
34171,20211220,2021-12-20,209,7,Email,14,-0.028,79.5
34172,20250402,2025-04-02,712,26,Email,48,0.256,68.7
34173,20220218,2022-02-18,99,6,Email,55,0.506,75.4
34174,20230729,2023-07-29,388,21,Call,27,0.182,67.4
34175,20231204,2023-12-04,411,72,Demo,21,0.538,74.7
34176,20251209,2025-12-09,118,56,Email,41,-0.022,57.4
34177,20210921,2021-09-21,316,4,Call,6,-0.179,53.2
34178,20250524,2025-05-24,935,67,Call,40,0.251,70.5
34179,20210127,2021-01-27,1156,75,Visit,52,-0.324,58.3
34180,20240202,2024-02-02,1028,42,Business Review,22,-0.04,72.2
34181,20240907,2024-09-07,698,68,Call,25,0.558,80.2
34182,20250302,2025-03-02,972,77,Call,26,0.547,73.3
34183,20220710,2022-07-10,686,43,Demo,43,-0.609,48.4
34184,20240308,2024-03-08,9,24,Business Review,27,-0.081,59.6
34185,20230309,2023-03-09,830,45,Demo,30,0.255,68.2
34186,20210902,2021-09-02,711,47,Call,19,0.018,77.0
34187,20220219,2022-02-19,530,8,Email,27,0.039,77.3
34188,20231028,2023-10-28,171,20,Email,40,0.135,61.9
34189,20240429,2024-04-29,436,26,Call,59,0.316,77.2
34190,20250601,2025-06-01,1014,48,Email,47,0.115,60.4
34191,20210621,2021-06-21,588,59,Demo,5,1.033,70.9
34192,20210723,2021-07-23,553,11,Demo,43,0.204,68.2
34193,20250826,2025-08-26,1029,74,Call,8,-0.116,66.0
34194,20250719,2025-07-19,212,29,Email,5,0.293,61.2
34195,20220301,2022-03-01,1043,71,Email,46,-0.559,57.5
34196,20240703,2024-07-03,735,44,Training,23,0.928,74.4
34197,20231024,2023-10-24,786,1,Email,72,-0.531,75.8
34198,20220218,2022-02-18,362,68,Demo,70,0.389,84.9
34199,20230511,2023-05-11,353,9,Email,42,0.462,73.5
34200,20211224,2021-12-24,183,13,Email,28,0.141,68.9
34201,20211108,2021-11-08,236,53,Visit,39,-0.384,60.3
34202,20230823,2023-08-23,1170,67,Call,26,1.139,91.9
34203,20250919,2025-09-19,345,56,Email,15,-0.635,54.9
34204,20220610,2022-06-10,696,29,Demo,42,-0.316,46.5
34205,20210611,2021-06-11,843,78,Call,84,0.067,58.3
34206,20240312,2024-03-12,1160,34,Training,19,1.134,78.0
34207,20220204,2022-02-04,1070,29,Email,42,-0.365,67.7
34208,20241226,2024-12-26,933,34,Call,21,0.506,66.9
34209,20211022,2021-10-22,848,17,Call,25,-0.071,56.1
34210,20240922,2024-09-22,161,28,Email,13,-0.231,81.1
34211,20250206,2025-02-06,408,30,Call,23,1.507,91.9
34212,20230429,2023-04-29,410,65,Call,23,0.888,69.6
34213,20210714,2021-07-14,687,1,Business Review,40,-0.327,56.9
34214,20240208,2024-02-08,968,25,Email,25,0.57,68.7
34215,20220523,2022-05-23,393,76,Call,43,-0.682,59.5
34216,20250809,2025-08-09,153,52,Email,19,0.555,83.8
34217,20250621,2025-06-21,1074,63,Demo,17,-0.201,63.5
34218,20250716,2025-07-16,1075,14,Call,37,0.81,89.3
34219,20210118,2021-01-18,836,17,Email,64,0.444,55.0
34220,20230930,2023-09-30,977,53,Email,49,0.118,74.0
34221,20240113,2024-01-13,344,57,Demo,8,0.35,67.1
34222,20250129,2025-01-29,356,81,Email,13,1.313,93.8
