inventory_id,year_month,product_id,region_id,opening_stock_units,production_units,ending_stock_units,stockout_flag,inventory_value_eur
47461,2024-06,1172,1,29,21,33,False,10969.07
47462,2024-06,1172,2,10,8,12,False,6958.74
47463,2024-06,1172,4,12,11,14,False,5399.21
47464,2024-06,1172,5,26,36,36,False,14735.76
47465,2024-06,1172,6,62,67,42,False,5852.39
47466,2024-06,1172,8,119,97,134,False,26205.53
47467,2024-06,1173,1,103,99,126,False,76366.67
47468,2024-06,1173,3,56,68,76,False,8310.89
47469,2024-06,1173,4,68,63,80,False,3070.9
47470,2024-06,1173,5,197,124,177,False,79310.24
47471,2024-06,1173,6,207,294,177,False,59404.97
47472,2024-06,1173,8,28,19,30,False,4681.57
47473,2024-06,1173,9,29,24,34,False,6036.78
47474,2024-06,1174,1,24,21,25,False,10514.74
47475,2024-06,1174,2,22,18,21,False,13125.99
47476,2024-06,1174,6,16,18,18,False,6239.43
47477,2024-06,1174,9,88,61,82,False,42811.36
47478,2024-06,1174,10,21,28,21,False,7284.07
47479,2024-06,1175,1,54,92,82,False,21425.15
47480,2024-06,1175,3,106,150,119,False,25833.46
47481,2024-06,1175,4,5,8,6,False,1541.16
47482,2024-06,1175,5,67,84,79,False,34970.54
47483,2024-06,1175,6,63,76,73,False,8136.46
47484,2024-06,1175,7,95,76,107,False,34221.42
47485,2024-06,1176,1,15,34,24,False,8793.27
47486,2024-06,1176,2,48,58,53,False,16107.74
47487,2024-06,1176,8,12,10,11,False,1048.46
47488,2024-06,1176,9,121,77,118,False,7623.72
47489,2024-06,1177,1,82,127,117,False,29207.05
47490,2024-06,1177,3,2,3,2,False,605.28
47491,2024-06,1177,4,69,54,80,False,36612.31
47492,2024-06,1177,5,62,42,53,False,3067.14
47493,2024-06,1177,6,185,303,273,False,123184.17
47494,2024-06,1177,10,1,2,1,False,227.12
47495,2024-06,1178,4,92,149,129,False,73068.72
47496,2024-06,1178,6,41,32,38,False,23552.45
47497,2024-06,1179,1,77,140,99,False,6137.05
47498,2024-06,1179,6,319,264,397,False,25877.67
47499,2024-06,1179,7,80,54,79,False,13180.68
47500,2024-06,1179,8,79,64,91,False,14950.05
47501,2024-06,1179,9,115,69,113,False,66969.61
47502,2024-06,1180,1,57,124,88,False,5796.85
47503,2024-06,1180,3,31,25,38,False,4375.37
47504,2024-06,1180,4,166,96,152,False,51496.43
47505,2024-06,1180,5,16,14,19,False,1402.95
47506,2024-06,1180,6,52,30,49,False,6690.98
47507,2024-06,1180,8,8,7,6,False,3662.18
47508,2024-06,1181,2,19,20,24,False,10981.61
47509,2024-06,1181,3,52,42,42,False,14444.48
47510,2024-06,1181,5,51,29,48,False,21860.21
47511,2024-06,1181,6,96,133,88,False,51177.25
47512,2024-06,1181,7,9,7,8,False,3213.47
47513,2024-06,1181,9,78,139,103,False,55755.88
47514,2024-06,1182,2,139,102,142,False,66920.46
47515,2024-06,1182,3,81,81,71,False,9315.05
47516,2024-06,1182,4,114,101,143,False,56021.43
47517,2024-06,1182,6,6,5,6,False,3351.35
47518,2024-06,1182,7,145,88,128,False,31226.92
47519,2024-06,1182,8,14,10,13,False,712.85
47520,2024-06,1182,9,2,1,1,False,64.83
47521,2024-06,1182,10,81,58,86,False,18951.92
47522,2024-06,1183,2,119,78,125,False,77608.18
47523,2024-06,1183,3,31,58,39,False,4646.57
47524,2024-06,1183,4,765,560,834,False,309340.91
47525,2024-06,1183,6,102,96,130,False,16015.82
47526,2024-06,1183,7,73,36,68,False,33675.26
47527,2024-06,1183,8,42,28,38,False,5186.42
47528,2024-06,1184,1,114,100,119,False,40810.8
47529,2024-06,1184,2,9,7,8,False,3097.91
47530,2024-06,1184,4,52,47,61,False,29036.33
47531,2024-06,1184,5,213,200,270,False,143343.56
47532,2024-06,1184,6,73,114,84,False,39642.16
47533,2024-06,1184,8,37,32,28,False,15506.51
47534,2024-06,1184,9,81,58,73,False,41822.33
47535,2024-06,1185,1,152,93,136,False,83344.8
47536,2024-06,1185,2,145,112,147,False,26405.14
47537,2024-06,1185,4,63,96,84,False,24419.37
47538,2024-06,1185,6,49,39,47,False,22296.67
47539,2024-06,1185,8,22,39,32,False,20564.02
47540,2024-06,1185,9,94,118,109,False,16506.47
47541,2024-06,1186,1,497,316,497,False,143193.86
47542,2024-06,1186,2,55,41,61,False,11789.88
47543,2024-06,1186,3,23,15,21,False,1860.16
47544,2024-06,1186,5,340,180,328,False,33035.04
47545,2024-06,1186,7,53,60,64,False,10332.08
47546,2024-06,1186,8,14,15,12,False,4954.75
47547,2024-06,1186,10,25,27,30,False,5287.82
47548,2024-06,1187,1,144,186,199,False,33600.2
47549,2024-06,1187,4,127,120,143,False,37516.0
47550,2024-06,1187,5,127,65,109,False,12448.13
47551,2024-06,1187,6,42,52,56,False,12337.94
47552,2024-06,1188,1,227,181,272,False,46975.33
47553,2024-06,1188,3,1,2,0,True,0.0
47554,2024-06,1188,6,99,76,118,False,60154.26
47555,2024-06,1188,7,53,63,32,False,6678.27
47556,2024-06,1188,8,10,7,11,False,1190.61
47557,2024-06,1189,1,21,14,23,False,9900.52
47558,2024-06,1189,4,144,84,145,False,71202.7
47559,2024-06,1189,6,20,28,28,False,4195.85
47560,2024-06,1189,8,13,9,10,False,3159.19
47561,2024-06,1189,9,20,13,20,False,12868.23
47562,2024-06,1190,1,64,119,79,False,19355.0
47563,2024-06,1190,2,6,12,8,False,3716.55
47564,2024-06,1190,4,41,26,37,False,1733.03
47565,2024-06,1190,5,50,47,63,False,17713.65
47566,2024-06,1190,6,336,179,322,False,176327.72
47567,2024-06,1190,7,10,11,12,False,4535.68
47568,2024-06,1190,9,15,12,18,False,1879.83
47569,2024-06,1191,1,73,87,66,False,42143.53
47570,2024-06,1191,2,85,81,96,False,27055.54
47571,2024-06,1191,3,48,47,60,False,3699.32
47572,2024-06,1191,6,21,24,18,False,6131.55
47573,2024-06,1192,1,124,134,131,False,36495.34
47574,2024-06,1192,5,340,187,336,False,178783.45
47575,2024-06,1192,6,53,68,38,False,2322.61
47576,2024-06,1192,8,79,82,92,False,47986.65
47577,2024-06,1193,1,48,98,73,False,44059.92
47578,2024-06,1193,4,11,7,9,False,3087.54
47579,2024-06,1193,6,72,90,83,False,31381.91
47580,2024-06,1193,7,14,10,12,False,3995.29
47581,2024-06,1194,1,3,2,2,False,1289.53
47582,2024-06,1194,2,45,42,37,False,22895.08
47583,2024-06,1194,5,129,93,133,False,58473.98
47584,2024-06,1194,6,90,56,95,False,36512.7
47585,2024-06,1195,3,81,64,70,False,24781.38
47586,2024-06,1195,5,21,19,16,False,3818.25
47587,2024-06,1195,6,8,7,8,False,1656.01
47588,2024-06,1195,9,24,15,25,False,8959.33
47589,2024-06,1196,1,102,58,99,False,19863.76
47590,2024-06,1196,2,187,110,178,False,89089.96
47591,2024-06,1196,3,147,101,157,False,57667.87
47592,2024-06,1196,5,115,97,143,False,76536.28
47593,2024-06,1196,6,98,85,121,False,31862.09
47594,2024-06,1196,10,108,126,144,False,64155.4
47595,2024-06,1197,6,24,34,30,False,1053.76
47596,2024-06,1197,7,69,47,63,False,10820.74
47597,2024-06,1197,9,22,20,24,False,1347.45
47598,2024-06,1198,1,42,30,47,False,4901.33
47599,2024-06,1198,7,88,79,94,False,60713.45
47600,2024-06,1198,8,65,61,64,False,35432.94
47601,2024-06,1199,1,62,38,60,False,25613.4
47602,2024-06,1199,2,42,30,46,False,25337.43
47603,2024-06,1199,3,6,7,5,False,1273.92
47604,2024-06,1199,4,32,24,35,False,8489.41
47605,2024-06,1199,7,53,29,49,False,23219.98
47606,2024-06,1199,8,189,141,204,False,84042.35
47607,2024-06,1199,9,64,50,76,False,29559.26
47608,2024-06,1199,10,72,66,85,False,41089.45
47609,2024-07,1000,1,7,7,8,False,5048.88
47610,2024-07,1000,2,69,115,100,False,59066.86
47611,2024-07,1000,3,155,150,187,False,86858.69
47612,2024-07,1000,6,65,87,65,False,40607.31
47613,2024-07,1001,1,82,127,117,False,31291.15
47614,2024-07,1001,2,74,93,83,False,21046.48
47615,2024-07,1001,3,59,60,59,False,27321.56
47616,2024-07,1001,4,47,43,38,False,21589.66
47617,2024-07,1001,6,118,62,105,False,45179.32
47618,2024-07,1001,8,15,22,19,False,11699.55
47619,2024-07,1001,9,56,56,48,False,9101.87
47620,2024-07,1002,1,68,87,57,False,32917.39
47621,2024-07,1002,2,181,127,203,False,59704.14
47622,2024-07,1002,3,19,21,20,False,2410.28
47623,2024-07,1002,5,41,32,37,False,3481.13
47624,2024-07,1002,6,92,63,98,False,18253.85
47625,2024-07,1002,7,26,45,36,False,22909.88
47626,2024-07,1003,1,154,107,148,False,11524.65
47627,2024-07,1003,5,25,20,19,False,6256.94
47628,2024-07,1003,6,14,12,16,False,3384.28
47629,2024-07,1003,7,15,21,12,False,423.32
47630,2024-07,1003,9,52,100,68,False,21965.66
47631,2024-07,1004,1,38,41,29,False,7474.15
47632,2024-07,1004,4,100,90,105,False,67387.46
47633,2024-07,1004,8,15,21,20,False,6376.92
47634,2024-07,1005,3,55,49,51,False,3391.65
47635,2024-07,1005,5,66,70,68,False,10551.57
47636,2024-07,1005,6,231,224,249,False,90570.58
47637,2024-07,1005,10,96,66,96,False,20702.35
47638,2024-07,1006,1,38,54,39,False,11926.16
47639,2024-07,1006,5,30,69,49,False,13100.36
47640,2024-07,1006,6,49,40,58,False,4960.12
47641,2024-07,1006,8,89,112,85,False,9984.23
47642,2024-07,1006,9,57,62,69,False,34495.89
47643,2024-07,1006,10,55,31,55,False,25234.96
47644,2024-07,1007,1,42,41,35,False,4167.71
47645,2024-07,1007,2,43,35,37,False,13127.27
47646,2024-07,1007,4,7,13,7,False,1988.75
47647,2024-07,1007,5,138,136,160,False,27291.23
47648,2024-07,1007,6,109,90,98,False,25910.95
47649,2024-07,1007,8,91,70,80,False,23638.45
47650,2024-07,1007,9,31,23,29,False,8663.29
47651,2024-07,1008,1,0,0,0,True,0.0
47652,2024-07,1008,2,61,35,54,False,19685.36
47653,2024-07,1008,6,40,77,60,False,33767.39
47654,2024-07,1008,7,103,90,112,False,28879.76
47655,2024-07,1008,8,87,75,85,False,52050.44
47656,2024-07,1008,10,87,52,83,False,4904.73
47657,2024-07,1009,1,479,207,416,False,91706.09
47658,2024-07,1009,2,186,109,185,False,108405.56
47659,2024-07,1009,6,63,43,60,False,20715.44
47660,2024-07,1009,8,115,95,118,False,32603.98
47661,2024-07,1009,9,50,83,73,False,9633.01
47662,2024-07,1009,10,71,61,86,False,42360.83
47663,2024-07,1010,2,40,27,33,False,20794.73
47664,2024-07,1010,3,11,9,12,False,4098.58
47665,2024-07,1010,5,90,69,94,False,44913.5
47666,2024-07,1010,6,373,314,467,False,171122.32
47667,2024-07,1010,7,109,81,110,False,29275.05
47668,2024-07,1010,8,99,143,138,False,32152.0
47669,2024-07,1010,9,24,45,33,False,19491.07
47670,2024-07,1011,1,16,12,17,False,8962.12
47671,2024-07,1011,2,67,48,76,False,13580.3
47672,2024-07,1011,3,12,7,11,False,6385.74
47673,2024-07,1011,4,69,64,78,False,48166.51
47674,2024-07,1011,7,96,88,81,False,5286.17
47675,2024-07,1011,9,6,6,5,False,3047.58
47676,2024-07,1011,10,87,156,117,False,32832.09
47677,2024-07,1012,1,70,47,74,False,37310.92
47678,2024-07,1012,2,70,69,54,False,14454.04
47679,2024-07,1012,4,21,12,21,False,4994.06
47680,2024-07,1012,5,79,75,85,False,14718.18
47681,2024-07,1012,8,53,63,71,False,20033.53
47682,2024-07,1013,1,44,50,54,False,12174.98
47683,2024-07,1013,2,10,9,11,False,2956.41
47684,2024-07,1013,6,161,111,160,False,44588.82
47685,2024-07,1013,7,38,58,44,False,21856.84
47686,2024-07,1013,8,49,89,73,False,40136.65
47687,2024-07,1013,9,134,221,190,False,13485.29
47688,2024-07,1013,10,58,72,77,False,14329.05
47689,2024-07,1014,1,56,54,47,False,11807.3
47690,2024-07,1014,2,14,11,16,False,8499.52
47691,2024-07,1014,3,146,177,166,False,60603.56
47692,2024-07,1014,5,33,35,41,False,3787.79
47693,2024-07,1014,6,56,63,41,False,1705.8
47694,2024-07,1014,9,3,5,4,False,1952.47
47695,2024-07,1015,1,77,91,91,False,4485.79
47696,2024-07,1015,3,50,25,43,False,9233.06
47697,2024-07,1015,5,20,41,32,False,12258.93
47698,2024-07,1015,6,36,50,37,False,22593.84
47699,2024-07,1015,7,90,137,96,False,59827.07
47700,2024-07,1015,8,66,54,76,False,15533.8
47701,2024-07,1015,10,70,56,66,False,12021.86
47702,2024-07,1016,1,140,114,173,False,100072.03
47703,2024-07,1016,2,184,167,229,False,118139.69
47704,2024-07,1016,3,67,46,65,False,35608.71
47705,2024-07,1016,4,181,191,226,False,19197.88
47706,2024-07,1016,5,151,87,146,False,87602.96
47707,2024-07,1016,6,67,45,54,False,3860.53
47708,2024-07,1016,8,17,13,18,False,2151.24
47709,2024-07,1016,9,260,266,172,False,73441.69
47710,2024-07,1017,1,82,83,67,False,19629.55
47711,2024-07,1017,3,7,6,8,False,1216.15
47712,2024-07,1017,7,439,358,356,False,209355.97
47713,2024-07,1018,1,159,112,134,False,25438.85
47714,2024-07,1018,2,99,110,131,False,66285.25
47715,2024-07,1018,3,103,75,101,False,16965.45
47716,2024-07,1018,4,9,15,10,False,453.62
47717,2024-07,1018,6,56,102,67,False,20989.67
47718,2024-07,1018,7,84,59,72,False,36794.17
47719,2024-07,1019,2,29,18,23,False,10363.36
47720,2024-07,1019,3,86,96,97,False,19373.5
47721,2024-07,1019,4,39,57,53,False,21302.29
47722,2024-07,1019,5,99,148,116,False,42521.86
47723,2024-07,1019,9,43,33,45,False,27623.45
47724,2024-07,1020,1,79,33,68,False,19147.62
47725,2024-07,1020,4,169,118,192,False,108388.54
47726,2024-07,1020,6,40,24,36,False,9118.97
47727,2024-07,1020,7,28,52,43,False,8013.2
47728,2024-07,1020,9,5,8,5,False,2999.77
47729,2024-07,1021,1,147,111,129,False,34238.42
47730,2024-07,1021,2,24,21,26,False,3828.24
47731,2024-07,1021,5,49,33,54,False,15090.44
47732,2024-07,1021,6,14,17,10,False,4431.46
47733,2024-07,1021,9,42,30,39,False,3411.01
47734,2024-07,1022,1,955,573,915,False,273284.29
47735,2024-07,1022,5,93,80,72,False,26771.32
47736,2024-07,1022,6,187,177,237,False,75495.28
47737,2024-07,1022,8,42,43,54,False,4204.1
47738,2024-07,1022,9,70,88,90,False,45836.21
47739,2024-07,1023,1,350,271,373,False,94427.38
47740,2024-07,1023,3,60,29,55,False,17615.29
47741,2024-07,1023,6,78,88,89,False,6818.18
47742,2024-07,1023,7,95,72,113,False,70447.19
47743,2024-07,1023,10,267,150,220,False,100320.68
47744,2024-07,1024,1,21,18,22,False,10251.92
47745,2024-07,1024,2,41,32,47,False,24939.88
47746,2024-07,1024,3,12,9,13,False,4210.01
47747,2024-07,1024,5,107,160,148,False,18064.3
47748,2024-07,1024,6,753,398,722,False,86977.67
47749,2024-07,1025,1,88,38,75,False,6177.68
47750,2024-07,1025,5,14,9,14,False,5595.71
47751,2024-07,1025,9,59,90,82,False,11271.77
47752,2024-07,1026,1,131,102,109,False,7144.25
47753,2024-07,1026,2,119,105,119,False,61789.14
47754,2024-07,1026,6,74,40,68,False,33230.41
47755,2024-07,1026,7,90,72,73,False,10231.46
47756,2024-07,1026,8,42,29,41,False,9124.71
47757,2024-07,1026,10,76,84,97,False,7157.75
47758,2024-07,1027,1,89,151,133,False,54559.17
47759,2024-07,1027,2,52,26,48,False,28473.37
47760,2024-07,1027,3,148,116,165,False,32513.27
47761,2024-07,1027,4,98,69,111,False,63399.35
47762,2024-07,1027,5,24,20,29,False,14658.24
47763,2024-07,1027,8,179,259,245,False,140519.87
47764,2024-07,1027,9,23,23,16,False,6875.82
47765,2024-07,1028,1,85,40,74,False,21320.73
47766,2024-07,1028,4,9,11,10,False,5375.47
47767,2024-07,1028,8,126,103,153,False,37073.99
47768,2024-07,1028,9,19,22,21,False,5336.48
47769,2024-07,1028,10,23,16,21,False,11738.7
47770,2024-07,1029,1,16,16,20,False,9939.08
47771,2024-07,1029,2,27,47,36,False,10905.56
47772,2024-07,1029,4,11,13,12,False,1345.38
47773,2024-07,1029,5,32,58,49,False,23703.06
47774,2024-07,1029,6,269,225,324,False,88560.49
47775,2024-07,1029,7,34,28,37,False,13100.32
47776,2024-07,1029,9,96,76,111,False,59734.69
47777,2024-07,1030,1,187,169,220,False,57587.27
47778,2024-07,1030,3,34,24,38,False,1653.84
47779,2024-07,1030,5,99,79,117,False,18241.41
47780,2024-07,1030,8,2,3,2,False,614.3
47781,2024-07,1030,9,102,74,104,False,63929.58
47782,2024-07,1030,10,19,25,22,False,11549.93
47783,2024-07,1031,1,28,53,37,False,16741.41
47784,2024-07,1031,3,10,8,11,False,2049.81
47785,2024-07,1031,7,86,59,91,False,4545.59
47786,2024-07,1031,8,21,16,24,False,6443.1
47787,2024-07,1031,9,24,16,22,False,6595.83
47788,2024-07,1031,10,39,31,45,False,20441.54
47789,2024-07,1032,1,148,224,191,False,78233.34
47790,2024-07,1032,5,56,50,69,False,3101.97
47791,2024-07,1032,6,22,13,22,False,2471.06
47792,2024-07,1032,10,103,100,113,False,34555.1
47793,2024-07,1033,1,69,81,80,False,39563.03
47794,2024-07,1033,2,133,137,155,False,75720.64
47795,2024-07,1033,3,29,26,31,False,8384.97
47796,2024-07,1033,5,154,140,170,False,98556.8
47797,2024-07,1033,6,155,90,144,False,13814.92
47798,2024-07,1033,8,21,19,17,False,5343.38
47799,2024-07,1033,9,108,109,134,False,40173.25
47800,2024-07,1034,1,151,122,147,False,37960.5
47801,2024-07,1034,2,30,26,36,False,10630.62
47802,2024-07,1034,5,42,56,35,False,17394.84
47803,2024-07,1034,7,55,61,70,False,14827.45
47804,2024-07,1035,4,8,11,10,False,1178.67
47805,2024-07,1035,7,43,23,37,False,15626.89
47806,2024-07,1035,9,26,19,27,False,5201.62
47807,2024-07,1035,10,76,73,94,False,46733.92
47808,2024-07,1036,1,13,10,10,False,1670.14
47809,2024-07,1036,5,21,15,21,False,11085.25
47810,2024-07,1036,6,83,75,64,False,15817.18
47811,2024-07,1036,7,12,18,16,False,1801.26
47812,2024-07,1036,8,48,55,63,False,33899.03
47813,2024-07,1036,10,31,35,37,False,22258.27
47814,2024-07,1037,2,70,66,75,False,3309.36
47815,2024-07,1037,6,12,14,12,False,6606.32
47816,2024-07,1038,1,61,54,44,False,19343.0
47817,2024-07,1038,3,25,11,21,False,6578.01
47818,2024-07,1038,4,143,120,147,False,51810.86
47819,2024-07,1038,5,73,110,106,False,47766.77
47820,2024-07,1038,10,43,42,35,False,22452.19
47821,2024-07,1039,4,41,58,49,False,24126.44
47822,2024-07,1039,5,53,41,39,False,3616.26
47823,2024-07,1039,8,116,124,154,False,20003.74
47824,2024-07,1039,9,10,15,13,False,2214.88
47825,2024-07,1039,10,55,49,63,False,28369.17
47826,2024-07,1040,1,157,88,149,False,14999.05
47827,2024-07,1040,3,65,110,90,False,46719.88
47828,2024-07,1040,4,78,69,56,False,33241.35
47829,2024-07,1040,5,50,42,50,False,27748.37
47830,2024-07,1040,8,37,28,44,False,7069.48
47831,2024-07,1040,9,98,104,130,False,40155.47
47832,2024-07,1040,10,32,37,38,False,1974.11
47833,2024-07,1041,1,17,30,24,False,3349.25
47834,2024-07,1041,3,82,64,99,False,31866.49
47835,2024-07,1041,4,3,1,2,False,1196.41
47836,2024-07,1041,6,43,30,47,False,26511.69
47837,2024-07,1041,7,195,143,227,False,132332.37
47838,2024-07,1041,10,7,13,10,False,5407.75
47839,2024-07,1042,1,227,115,207,False,35190.09
47840,2024-07,1042,4,2,2,2,False,1075.57
47841,2024-07,1042,5,34,50,48,False,13997.93
47842,2024-07,1042,6,106,89,129,False,52244.27
47843,2024-07,1042,7,4,4,3,False,1624.43
47844,2024-07,1042,8,55,45,67,False,23723.6
47845,2024-07,1042,9,25,39,30,False,13836.78
47846,2024-07,1043,1,58,32,57,False,26516.38
47847,2024-07,1043,3,17,19,21,False,13093.63
47848,2024-07,1043,4,89,83,95,False,43097.31
47849,2024-07,1043,6,450,226,421,False,69846.59
47850,2024-07,1044,2,29,27,31,False,1301.53
47851,2024-07,1044,3,17,14,14,False,4321.38
47852,2024-07,1044,8,23,44,29,False,9764.21
47853,2024-07,1044,9,91,62,98,False,25139.72
47854,2024-07,1045,1,184,144,190,False,64694.05
47855,2024-07,1045,3,87,153,102,False,33519.79
47856,2024-07,1045,4,11,11,12,False,3774.08
47857,2024-07,1045,5,102,71,97,False,26314.85
47858,2024-07,1045,7,5,8,7,False,3058.95
47859,2024-07,1045,8,30,28,37,False,17405.11
47860,2024-07,1045,9,68,71,85,False,35222.61
47861,2024-07,1046,1,199,140,222,False,8612.09
47862,2024-07,1046,4,113,86,123,False,7832.45
47863,2024-07,1046,5,62,103,93,False,12136.37
47864,2024-07,1046,6,39,44,45,False,8265.6
47865,2024-07,1047,1,44,89,67,False,11462.77
47866,2024-07,1047,2,105,143,144,False,52525.13
47867,2024-07,1047,3,185,124,196,False,12767.04
47868,2024-07,1047,9,102,91,89,False,38664.29
47869,2024-07,1047,10,16,13,17,False,986.35
47870,2024-07,1048,1,151,103,119,False,39619.34
47871,2024-07,1048,3,38,29,44,False,4814.88
47872,2024-07,1048,4,232,171,246,False,50971.62
47873,2024-07,1048,6,17,17,17,False,3743.65
47874,2024-07,1048,7,20,20,26,False,5107.33
47875,2024-07,1049,1,19,16,22,False,10195.9
47876,2024-07,1049,4,185,95,175,False,34641.99
47877,2024-07,1049,5,22,21,23,False,12189.32
47878,2024-07,1049,9,63,47,71,False,23855.46
47879,2024-07,1050,1,165,241,165,False,89946.63
47880,2024-07,1050,2,36,20,30,False,11103.11
47881,2024-07,1050,5,71,69,91,False,43265.54
47882,2024-07,1050,8,37,74,58,False,31053.07
47883,2024-07,1050,10,90,62,101,False,13937.94
47884,2024-07,1051,1,76,66,87,False,40185.13
47885,2024-07,1051,2,25,37,36,False,21508.1
47886,2024-07,1051,4,27,32,31,False,17682.04
47887,2024-07,1051,5,70,75,64,False,3752.95
47888,2024-07,1051,6,7,4,5,False,992.68
47889,2024-07,1051,9,53,51,64,False,5662.24
47890,2024-07,1051,10,246,162,235,False,50426.52
47891,2024-07,1052,1,48,31,45,False,11899.76
47892,2024-07,1052,3,19,19,20,False,9152.22
47893,2024-07,1052,4,91,67,88,False,21246.91
47894,2024-07,1052,5,27,38,37,False,17818.74
47895,2024-07,1052,6,194,161,240,False,108115.46
47896,2024-07,1052,10,23,14,22,False,5799.13
47897,2024-07,1053,1,266,211,300,False,31712.97
47898,2024-07,1053,2,17,19,18,False,6264.31
47899,2024-07,1053,3,102,85,127,False,33940.25
47900,2024-07,1053,4,68,59,73,False,43242.58
47901,2024-07,1053,5,116,67,103,False,26627.65
47902,2024-07,1053,8,92,63,97,False,27942.88
47903,2024-07,1053,9,33,27,24,False,3443.68
47904,2024-07,1053,10,102,67,112,False,44678.95
47905,2024-07,1054,1,81,113,104,False,5749.94
47906,2024-07,1054,3,26,44,35,False,8324.62
47907,2024-07,1054,4,181,129,185,False,88182.47
47908,2024-07,1054,5,42,60,58,False,8861.17
47909,2024-07,1054,6,3,4,4,False,1872.4
47910,2024-07,1054,8,70,79,90,False,10147.3
47911,2024-07,1054,9,27,31,30,False,7279.28
47912,2024-07,1055,2,81,65,84,False,52009.54
47913,2024-07,1055,3,17,16,18,False,7607.76
47914,2024-07,1055,5,6,11,9,False,2515.81
47915,2024-07,1055,6,7,10,8,False,1043.0
47916,2024-07,1055,7,30,34,23,False,4954.72
47917,2024-07,1055,9,37,48,29,False,12072.67
47918,2024-07,1056,1,32,29,25,False,3521.13
47919,2024-07,1056,3,12,14,14,False,1611.21
47920,2024-07,1056,4,55,44,68,False,33740.49
47921,2024-07,1056,5,160,100,158,False,87046.05
47922,2024-07,1056,6,123,73,124,False,40993.97
47923,2024-07,1057,1,69,56,82,False,6674.55
47924,2024-07,1057,4,72,53,58,False,25986.7
47925,2024-07,1057,5,108,71,109,False,64331.17
47926,2024-07,1057,6,83,49,75,False,5571.58
47927,2024-07,1057,8,20,24,23,False,4662.06
47928,2024-07,1057,10,44,43,52,False,22529.04
47929,2024-07,1058,1,7,15,11,False,887.13
47930,2024-07,1058,2,73,68,79,False,21845.96
47931,2024-07,1058,4,24,32,16,False,10037.78
47932,2024-07,1058,5,99,111,132,False,56269.47
47933,2024-07,1058,6,74,147,113,False,18865.59
47934,2024-07,1058,7,31,29,38,False,16984.97
47935,2024-07,1058,10,147,310,215,False,27153.0
47936,2024-07,1059,1,106,123,136,False,58413.6
47937,2024-07,1059,2,11,7,9,False,3817.38
47938,2024-07,1059,3,32,45,45,False,19824.91
47939,2024-07,1059,4,21,13,19,False,6933.51
47940,2024-07,1059,7,19,16,20,False,749.0
47941,2024-07,1059,9,29,58,41,False,15178.23
47942,2024-07,1060,1,119,82,119,False,70519.88
47943,2024-07,1060,5,12,9,10,False,4708.81
47944,2024-07,1060,8,122,117,128,False,55206.74
47945,2024-07,1060,9,31,44,38,False,4346.74
47946,2024-07,1061,1,130,84,129,False,59870.4
47947,2024-07,1061,3,44,43,51,False,2193.82
47948,2024-07,1061,5,23,24,27,False,16685.05
47949,2024-07,1061,8,63,28,55,False,31402.47
47950,2024-07,1062,5,108,58,91,False,53334.43
47951,2024-07,1063,1,76,74,72,False,43487.26
47952,2024-07,1063,3,57,54,72,False,44086.62
47953,2024-07,1063,4,18,15,22,False,7684.23
47954,2024-07,1063,6,58,34,50,False,26187.88
47955,2024-07,1063,7,74,69,60,False,2253.73
47956,2024-07,1063,9,59,29,50,False,10905.5
47957,2024-07,1064,1,160,209,206,False,21539.81
47958,2024-07,1064,2,53,60,65,False,30766.35
47959,2024-07,1064,3,26,29,17,False,8479.57
47960,2024-07,1064,4,126,98,137,False,12158.59
47961,2024-07,1064,5,31,20,30,False,16155.53
47962,2024-07,1064,6,128,75,129,False,78666.14
47963,2024-07,1064,8,76,41,70,False,14252.53
47964,2024-07,1065,2,151,116,160,False,45680.71
47965,2024-07,1065,6,11,18,10,False,3585.08
47966,2024-07,1065,7,16,26,23,False,7186.53
47967,2024-07,1065,9,58,81,78,False,9026.81
47968,2024-07,1066,1,108,82,109,False,18054.29
47969,2024-07,1066,2,40,18,33,False,9053.48
47970,2024-07,1066,3,89,80,109,False,38035.29
47971,2024-07,1066,4,51,45,55,False,22424.68
47972,2024-07,1066,5,35,69,49,False,12878.99
47973,2024-07,1066,6,157,71,138,False,25717.88
47974,2024-07,1066,9,118,79,131,False,74009.54
47975,2024-07,1067,1,18,31,23,False,11053.57
47976,2024-07,1067,3,123,159,161,False,43281.72
47977,2024-07,1067,4,39,43,34,False,14449.36
47978,2024-07,1067,5,133,68,116,False,16791.72
47979,2024-07,1067,6,64,57,59,False,31681.4
47980,2024-07,1067,8,15,31,23,False,13077.25
47981,2024-07,1068,4,175,78,155,False,72451.69
47982,2024-07,1069,1,290,270,332,False,55303.0
47983,2024-07,1069,2,30,61,42,False,16831.72
47984,2024-07,1069,6,39,62,54,False,3673.44
47985,2024-07,1069,8,109,81,120,False,64072.92
47986,2024-07,1069,10,32,22,35,False,10193.11
47987,2024-07,1070,1,5,4,4,False,1835.16
47988,2024-07,1070,3,16,12,17,False,926.71
47989,2024-07,1070,4,30,61,43,False,26676.13
47990,2024-07,1070,6,103,62,93,False,7784.59
47991,2024-07,1070,7,42,38,44,False,14653.43
47992,2024-07,1070,8,62,43,51,False,29829.69
47993,2024-07,1071,1,1,3,1,False,580.42
47994,2024-07,1071,2,13,12,13,False,6923.52
47995,2024-07,1071,6,12,16,13,False,3804.31
47996,2024-07,1072,1,75,112,98,False,47167.89
